Type,Region,Scale,PERIOD,Sales Price Index
Apartments,Chungnam,Scale1,2024.11 Month,106.7528661
Apartments,Chungnam,Scale1,2024.12 Month,106.4487127
Apartments,Chungnam,Scale1,2025.01 Month,106.3903742
Apartments,Chungnam,Scale1,2025.02 Month,106.2437346
Apartments,Chungnam,Scale1,2025.03 Month,106.0715962
Apartments,Chungnam,Scale2,2015.01 Month,109.2714654
Apartments,Chungnam,Scale2,2015.02 Month,109.40548
Apartments,Chungnam,Scale2,2015.03 Month,109.4394014
Apartments,Chungnam,Scale2,2015.04 Month,109.5959002
Apartments,Chungnam,Scale2,2015.05 Month,109.7001827
Apartments,Chungnam,Scale2,2015.06 Month,109.6701247
Apartments,Chungnam,Scale2,2015.07 Month,109.4515088
Apartments,Chungnam,Scale2,2015.08 Month,109.2520307
Apartments,Chungnam,Scale2,2015.09 Month,109.1804771
Apartments,Chungnam,Scale2,2015.10 Month,109.1738676
Apartments,Chungnam,Scale2,2015.11 Month,109.2744622
Apartments,Chungnam,Scale2,2015.12 Month,109.0392842
Apartments,Chungnam,Scale2,2016.01 Month,108.8692553
Apartments,Chungnam,Scale2,2016.02 Month,108.3549906
Apartments,Chungnam,Scale2,2016.03 Month,108.1913157
Apartments,Chungnam,Scale2,2016.04 Month,107.8036236
Apartments,Chungnam,Scale2,2016.05 Month,107.3562435
Apartments,Chungnam,Scale2,2016.06 Month,106.9825167
Apartments,Chungnam,Scale2,2016.07 Month,106.6617074
Apartments,Chungnam,Scale2,2016.08 Month,106.3764138
Apartments,Chungnam,Scale2,2016.09 Month,106.2718288
Apartments,Chungnam,Scale2,2016.10 Month,106.0526708
Apartments,Chungnam,Scale2,2016.11 Month,105.6646234
Apartments,Chungnam,Scale2,2016.12 Month,105.4190761
Apartments,Chungnam,Scale2,2017.01 Month,105.1851358
Apartments,Chungnam,Scale2,2017.02 Month,105.1322769
Apartments,Chungnam,Scale2,2017.03 Month,105.0122588
Apartments,Chungnam,Scale2,2017.04 Month,104.6802665
Apartments,Chungnam,Scale2,2017.05 Month,104.295363
Apartments,Chungnam,Scale2,2017.06 Month,103.9808089
Apartments,Chungnam,Scale2,2017.07 Month,103.961151
Apartments,Chungnam,Scale2,2017.08 Month,103.6804077
Apartments,Chungnam,Scale2,2017.09 Month,103.5617879
Apartments,Chungnam,Scale2,2017.10 Month,103.368815
Apartments,Chungnam,Scale2,2017.11 Month,102.9647274
Apartments,Chungnam,Scale2,2017.12 Month,102.8134998
Apartments,Chungnam,Scale2,2018.01 Month,102.2233539
Apartments,Chungnam,Scale2,2018.02 Month,101.8496825
Apartments,Chungnam,Scale2,2018.03 Month,101.4938483
Apartments,Chungnam,Scale2,2018.04 Month,100.8539247
Apartments,Chungnam,Scale2,2018.05 Month,100.0724681
Apartments,Chungnam,Scale2,2018.06 Month,99.81926492
Apartments,Chungnam,Scale2,2018.07 Month,99.40051139
Apartments,Chungnam,Scale2,2018.08 Month,98.77863157
Apartments,Chungnam,Scale2,2018.09 Month,98.71504051
Apartments,Chungnam,Scale2,2018.10 Month,98.20785378
Apartments,Chungnam,Scale2,2018.11 Month,97.77223503
Apartments,Chungnam,Scale2,2018.12 Month,97.31928585
Apartments,Chungnam,Scale2,2019.01 Month,96.95994981
Apartments,Chungnam,Scale2,2019.02 Month,96.50501859
Apartments,Chungnam,Scale2,2019.03 Month,95.83931083
Apartments,Chungnam,Scale2,2019.04 Month,95.12086425
Apartments,Chungnam,Scale2,2019.05 Month,94.64293557
Apartments,Chungnam,Scale2,2019.06 Month,94.31241636
Apartments,Chungnam,Scale2,2019.07 Month,93.81389453
Apartments,Chungnam,Scale2,2019.08 Month,93.13072357
Apartments,Chungnam,Scale2,2019.09 Month,92.87092065
Apartments,Chungnam,Scale2,2019.10 Month,92.8213137
Apartments,Chungnam,Scale2,2019.11 Month,92.60050496
Apartments,Chungnam,Scale2,2019.12 Month,92.47004549
Apartments,Chungnam,Scale2,2020.01 Month,92.40199528
Apartments,Chungnam,Scale2,2020.02 Month,92.33233075
Apartments,Chungnam,Scale2,2020.03 Month,92.28390227
Apartments,Chungnam,Scale2,2020.04 Month,92.032774
Apartments,Chungnam,Scale2,2020.05 Month,91.97239142
Apartments,Chungnam,Scale2,2020.06 Month,91.87029561
Apartments,Chungnam,Scale2,2020.07 Month,92.32786654
Apartments,Chungnam,Scale2,2020.08 Month,93.11660653
Apartments,Chungnam,Scale2,2020.09 Month,93.49169097
Apartments,Chungnam,Scale2,2020.10 Month,93.64716673
Apartments,Chungnam,Scale2,2020.11 Month,94.14311468
Apartments,Chungnam,Scale2,2020.12 Month,95.06555669
Apartments,Chungnam,Scale2,2021.01 Month,95.89006463
Apartments,Chungnam,Scale2,2021.02 Month,96.4095154
Apartments,Chungnam,Scale2,2021.03 Month,97.16977321
Apartments,Chungnam,Scale2,2021.04 Month,98.05825245
Apartments,Chungnam,Scale2,2021.05 Month,98.73021685
Apartments,Chungnam,Scale2,2021.06 Month,100
Apartments,Chungnam,Scale2,2021.07 Month,101.1574682
Apartments,Chungnam,Scale2,2021.08 Month,102.6755723
Apartments,Chungnam,Scale2,2021.09 Month,104.1625238
Apartments,Chungnam,Scale2,2021.10 Month,105.9439209
Apartments,Chungnam,Scale2,2021.11 Month,107.0932329
Apartments,Chungnam,Scale2,2021.12 Month,107.9537527
Apartments,Chungnam,Scale2,2022.01 Month,108.3858354
Apartments,Chungnam,Scale2,2022.02 Month,108.377075
Apartments,Chungnam,Scale2,2022.03 Month,108.2982502
Apartments,Chungnam,Scale2,2022.04 Month,108.211576
Apartments,Chungnam,Scale2,2022.05 Month,108.1432861
Apartments,Chungnam,Scale2,2022.06 Month,108.0115503
Apartments,Chungnam,Scale2,2022.07 Month,107.915594
Apartments,Chungnam,Scale2,2022.08 Month,107.7085073
Apartments,Chungnam,Scale2,2022.09 Month,107.4304586
Apartments,Chungnam,Scale2,2022.10 Month,106.9915083
Apartments,Chungnam,Scale2,2022.11 Month,106.2051314
Apartments,Chungnam,Scale2,2022.12 Month,105.0104866
Apartments,Chungnam,Scale2,2023.01 Month,104.0156836
Apartments,Chungnam,Scale2,2023.02 Month,103.1241933
Apartments,Chungnam,Scale2,2023.03 Month,102.4661485
Apartments,Chungnam,Scale2,2023.04 Month,101.9057614
Apartments,Chungnam,Scale2,2023.05 Month,101.7783439
Apartments,Chungnam,Scale2,2023.06 Month,101.7139805
Apartments,Chungnam,Scale2,2023.07 Month,101.8056015
Apartments,Chungnam,Scale2,2023.08 Month,101.8210358
Apartments,Chungnam,Scale2,2023.09 Month,101.9065593
Apartments,Chungnam,Scale2,2023.10 Month,102.054209
Apartments,Chungnam,Scale2,2023.11 Month,102.0074814
Apartments,Chungnam,Scale2,2023.12 Month,101.9420902
Apartments,Chungnam,Scale2,2024.01 Month,102.0220825
Apartments,Chungnam,Scale2,2024.02 Month,101.6546635
Apartments,Chungnam,Scale2,2024.03 Month,101.6144448
Apartments,Chungnam,Scale2,2024.04 Month,101.4246695
Apartments,Chungnam,Scale2,2024.05 Month,101.5353588
Apartments,Chungnam,Scale2,2024.06 Month,101.6320348
Apartments,Chungnam,Scale2,2024.07 Month,101.3607888
Apartments,Chungnam,Scale2,2024.08 Month,101.4092965
Apartments,Chungnam,Scale2,2024.09 Month,101.525628
Apartments,Chungnam,Scale2,2024.10 Month,101.5249854
Apartments,Chungnam,Scale2,2024.11 Month,101.4689367
Apartments,Chungnam,Scale2,2024.12 Month,101.2560868
Apartments,Chungnam,Scale2,2025.01 Month,101.126659
Apartments,Chungnam,Scale2,2025.02 Month,101.0803318
Apartments,Chungnam,Scale2,2025.03 Month,100.736323
Apartments,Chungnam,Scale3,2015.01 Month,97.08700788
Apartments,Chungnam,Scale3,2015.02 Month,97.27840357
Apartments,Chungnam,Scale3,2015.03 Month,97.49808699
Apartments,Chungnam,Scale3,2015.04 Month,97.7628873
Apartments,Chungnam,Scale3,2015.05 Month,97.89338829
Apartments,Chungnam,Scale3,2015.06 Month,98.05966987
Apartments,Chungnam,Scale3,2015.07 Month,98.10840019
Apartments,Chungnam,Scale3,2015.08 Month,98.18232683
Apartments,Chungnam,Scale3,2015.09 Month,98.23223474
Apartments,Chungnam,Scale3,2015.10 Month,98.17909243
Apartments,Chungnam,Scale3,2015.11 Month,98.18537461
Apartments,Chungnam,Scale3,2015.12 Month,98.06500646
Apartments,Chungnam,Scale3,2016.01 Month,97.85159111
Apartments,Chungnam,Scale3,2016.02 Month,97.6464111
Apartments,Chungnam,Scale3,2016.03 Month,97.301914
Apartments,Chungnam,Scale3,2016.04 Month,97.01820978
Apartments,Chungnam,Scale3,2016.05 Month,96.76057483
Apartments,Chungnam,Scale3,2016.06 Month,96.43069316
Apartments,Chungnam,Scale3,2016.07 Month,96.07509396
Apartments,Chungnam,Scale3,2016.08 Month,95.6090136
Apartments,Chungnam,Scale3,2016.09 Month,95.4736865
Apartments,Chungnam,Scale3,2016.10 Month,95.22679293
Apartments,Chungnam,Scale3,2016.11 Month,94.96809397
Apartments,Chungnam,Scale3,2016.12 Month,94.76409994
Apartments,Chungnam,Scale3,2017.01 Month,94.65338471
Apartments,Chungnam,Scale3,2017.02 Month,94.24134638
Apartments,Chungnam,Scale3,2017.03 Month,94.02135704
Apartments,Chungnam,Scale3,2017.04 Month,93.60435833
Apartments,Chungnam,Scale3,2017.05 Month,93.34428991
Apartments,Chungnam,Scale3,2017.06 Month,93.04711686
Apartments,Chungnam,Scale3,2017.07 Month,92.77038024
Apartments,Chungnam,Scale3,2017.08 Month,92.50633578
Apartments,Chungnam,Scale3,2017.09 Month,92.19856534
Apartments,Chungnam,Scale3,2017.10 Month,92.13486199
Apartments,Chungnam,Scale3,2017.11 Month,91.95232352
Apartments,Chungnam,Scale3,2017.12 Month,91.77152731
Apartments,Chungnam,Scale3,2018.01 Month,91.54846185
Apartments,Chungnam,Scale3,2018.02 Month,91.22038069
Apartments,Chungnam,Scale3,2018.03 Month,90.88285929
Apartments,Chungnam,Scale3,2018.04 Month,90.58858094
Apartments,Chungnam,Scale3,2018.05 Month,90.21304363
Apartments,Chungnam,Scale3,2018.06 Month,89.79141252
Apartments,Chungnam,Scale3,2018.07 Month,89.44510378
Apartments,Chungnam,Scale3,2018.08 Month,89.05969985
Apartments,Chungnam,Scale3,2018.09 Month,88.79218294
Apartments,Chungnam,Scale3,2018.10 Month,88.58160109
Apartments,Chungnam,Scale3,2018.11 Month,88.30042533
Apartments,Chungnam,Scale3,2018.12 Month,87.97758683
Apartments,Chungnam,Scale3,2019.01 Month,87.73156006
Apartments,Chungnam,Scale3,2019.02 Month,87.58697216
Apartments,Chungnam,Scale3,2019.03 Month,87.30705844
Apartments,Chungnam,Scale3,2019.04 Month,87.05535384
Apartments,Chungnam,Scale3,2019.05 Month,86.7664938
Apartments,Chungnam,Scale3,2019.06 Month,86.64238745
Apartments,Chungnam,Scale3,2019.07 Month,86.57885986
Apartments,Chungnam,Scale3,2019.08 Month,86.55709197
Apartments,Chungnam,Scale3,2019.09 Month,86.53416567
Apartments,Chungnam,Scale3,2019.10 Month,86.56264208
Apartments,Chungnam,Scale3,2019.11 Month,86.67752576
Apartments,Chungnam,Scale3,2019.12 Month,86.72693417
Apartments,Chungnam,Scale3,2020.01 Month,86.9283366
Apartments,Chungnam,Scale3,2020.02 Month,87.10598359
Apartments,Chungnam,Scale3,2020.03 Month,87.19745965
Apartments,Chungnam,Scale3,2020.04 Month,87.2696022
Apartments,Chungnam,Scale3,2020.05 Month,87.33735149
Apartments,Chungnam,Scale3,2020.06 Month,87.66091502
Apartments,Chungnam,Scale3,2020.07 Month,88.7480471
Apartments,Chungnam,Scale3,2020.08 Month,89.66479002
Apartments,Chungnam,Scale3,2020.09 Month,90.54598737
Apartments,Chungnam,Scale3,2020.10 Month,91.19209683
Apartments,Chungnam,Scale3,2020.11 Month,91.94496372
Apartments,Chungnam,Scale3,2020.12 Month,93.29772094
Apartments,Chungnam,Scale3,2021.01 Month,94.46004419
Apartments,Chungnam,Scale3,2021.02 Month,95.64277452
Apartments,Chungnam,Scale3,2021.03 Month,96.62549016
Apartments,Chungnam,Scale3,2021.04 Month,97.8288376
Apartments,Chungnam,Scale3,2021.05 Month,98.82526952
Apartments,Chungnam,Scale3,2021.06 Month,100
Apartments,Chungnam,Scale3,2021.07 Month,101.0846769
Apartments,Chungnam,Scale3,2021.08 Month,102.2107063
Apartments,Chungnam,Scale3,2021.09 Month,103.3151693
Apartments,Chungnam,Scale3,2021.10 Month,104.7150501
Apartments,Chungnam,Scale3,2021.11 Month,105.8954148
Apartments,Chungnam,Scale3,2021.12 Month,106.578276
Apartments,Chungnam,Scale3,2022.01 Month,106.882302
Apartments,Chungnam,Scale3,2022.02 Month,107.0622679
Apartments,Chungnam,Scale3,2022.03 Month,107.0518235
Apartments,Chungnam,Scale3,2022.04 Month,106.8760247
Apartments,Chungnam,Scale3,2022.05 Month,106.499594
Apartments,Chungnam,Scale3,2022.06 Month,106.2456704
Apartments,Chungnam,Scale3,2022.07 Month,106.1169297
Apartments,Chungnam,Scale3,2022.08 Month,105.5678489
Apartments,Chungnam,Scale3,2022.09 Month,104.9541765
Apartments,Chungnam,Scale3,2022.10 Month,103.769051
Apartments,Chungnam,Scale3,2022.11 Month,102.5904103
Apartments,Chungnam,Scale3,2022.12 Month,101.1100577
Apartments,Chungnam,Scale3,2023.01 Month,99.75514331
Apartments,Chungnam,Scale3,2023.02 Month,98.24004287
Apartments,Chungnam,Scale3,2023.03 Month,96.95083658
Apartments,Chungnam,Scale3,2023.04 Month,96.14637485
Apartments,Chungnam,Scale3,2023.05 Month,95.77658394
Apartments,Chungnam,Scale3,2023.06 Month,95.54433718
Apartments,Chungnam,Scale3,2023.07 Month,95.42668261
Apartments,Chungnam,Scale3,2023.08 Month,95.47698663
Apartments,Chungnam,Scale3,2023.09 Month,95.55177031
Apartments,Chungnam,Scale3,2023.10 Month,95.60076991
Apartments,Chungnam,Scale3,2023.11 Month,95.70818719
Apartments,Chungnam,Scale3,2023.12 Month,95.53389373
Apartments,Chungnam,Scale3,2024.01 Month,95.39537366
Apartments,Chungnam,Scale3,2024.02 Month,95.02156598
Apartments,Chungnam,Scale3,2024.03 Month,94.68656077
Apartments,Chungnam,Scale3,2024.04 Month,94.43868884
Apartments,Chungnam,Scale3,2024.05 Month,94.38750848
Apartments,Chungnam,Scale3,2024.06 Month,94.23845936
Apartments,Chungnam,Scale3,2024.07 Month,94.44346071
Apartments,Chungnam,Scale3,2024.08 Month,94.40954922
Apartments,Chungnam,Scale3,2024.09 Month,94.39360522
Apartments,Chungnam,Scale3,2024.10 Month,94.36120903
Apartments,Chungnam,Scale3,2024.11 Month,94.24633087
Apartments,Chungnam,Scale3,2024.12 Month,94.28634845
Apartments,Chungnam,Scale3,2025.01 Month,94.15482686
Apartments,Chungnam,Scale3,2025.02 Month,94.03304295
Apartments,Chungnam,Scale3,2025.03 Month,93.92919831
Apartments,Chungnam,Scale4,2015.01 Month,81.96920287
Apartments,Chungnam,Scale4,2015.02 Month,82.18727516
Apartments,Chungnam,Scale4,2015.03 Month,82.73098354
Apartments,Chungnam,Scale4,2015.04 Month,83.62847504
Apartments,Chungnam,Scale4,2015.05 Month,84.13765079
Apartments,Chungnam,Scale4,2015.06 Month,83.94330084
Apartments,Chungnam,Scale4,2015.07 Month,83.92727058
Apartments,Chungnam,Scale4,2015.08 Month,84.0336612
Apartments,Chungnam,Scale4,2015.09 Month,83.87186901
Apartments,Chungnam,Scale4,2015.10 Month,83.87186901
Apartments,Chungnam,Scale4,2015.11 Month,83.89852443
Apartments,Chungnam,Scale4,2015.12 Month,83.72370775
Apartments,Chungnam,Scale4,2016.01 Month,83.62807423
Apartments,Chungnam,Scale4,2016.02 Month,83.42155214
Apartments,Chungnam,Scale4,2016.03 Month,83.15957711
Apartments,Chungnam,Scale4,2016.04 Month,83.05513456
Apartments,Chungnam,Scale4,2016.05 Month,82.47864811
Apartments,Chungnam,Scale4,2016.06 Month,82.19799291
Apartments,Chungnam,Scale4,2016.07 Month,81.68217547
Apartments,Chungnam,Scale4,2016.08 Month,81.81213814
Apartments,Chungnam,Scale4,2016.09 Month,81.7787351
Apartments,Chungnam,Scale4,2016.10 Month,81.77816468
Apartments,Chungnam,Scale4,2016.11 Month,81.18924947
Apartments,Chungnam,Scale4,2016.12 Month,81.11125909
Apartments,Chungnam,Scale4,2017.01 Month,81.06345806
Apartments,Chungnam,Scale4,2017.02 Month,80.84438756
Apartments,Chungnam,Scale4,2017.03 Month,80.82263231
Apartments,Chungnam,Scale4,2017.04 Month,80.78837463
Apartments,Chungnam,Scale4,2017.05 Month,80.61256688
Apartments,Chungnam,Scale4,2017.06 Month,80.5766249
Apartments,Chungnam,Scale4,2017.07 Month,80.29433185
Apartments,Chungnam,Scale4,2017.08 Month,79.92503555
Apartments,Chungnam,Scale4,2017.09 Month,79.16652919
Apartments,Chungnam,Scale4,2017.10 Month,79.0718284
Apartments,Chungnam,Scale4,2017.11 Month,78.33316947
Apartments,Chungnam,Scale4,2017.12 Month,78.3447539
Apartments,Chungnam,Scale4,2018.01 Month,79.35746096
Apartments,Chungnam,Scale4,2018.02 Month,79.4148349
Apartments,Chungnam,Scale4,2018.03 Month,79.83072264
Apartments,Chungnam,Scale4,2018.04 Month,79.82865989
Apartments,Chungnam,Scale4,2018.05 Month,80.24668898
Apartments,Chungnam,Scale4,2018.06 Month,80.34471931
Apartments,Chungnam,Scale4,2018.07 Month,80.10620886
Apartments,Chungnam,Scale4,2018.08 Month,79.9014107
Apartments,Chungnam,Scale4,2018.09 Month,79.90961716
Apartments,Chungnam,Scale4,2018.10 Month,79.41986845
Apartments,Chungnam,Scale4,2018.11 Month,79.80079861
Apartments,Chungnam,Scale4,2018.12 Month,79.91207835
Apartments,Chungnam,Scale4,2019.01 Month,79.92283333
Apartments,Chungnam,Scale4,2019.02 Month,79.68162694
Apartments,Chungnam,Scale4,2019.03 Month,79.55930236
Apartments,Chungnam,Scale4,2019.04 Month,79.5120018
Apartments,Chungnam,Scale4,2019.05 Month,79.56971107
Apartments,Chungnam,Scale4,2019.06 Month,79.55312692
Apartments,Chungnam,Scale4,2019.07 Month,79.62026606
Apartments,Chungnam,Scale4,2019.08 Month,79.75324665
Apartments,Chungnam,Scale4,2019.09 Month,79.90213529
Apartments,Chungnam,Scale4,2019.10 Month,80.0418771
Apartments,Chungnam,Scale4,2019.11 Month,80.2723693
Apartments,Chungnam,Scale4,2019.12 Month,80.85089082
Apartments,Chungnam,Scale4,2020.01 Month,81.56023377
Apartments,Chungnam,Scale4,2020.02 Month,82.06413884
Apartments,Chungnam,Scale4,2020.03 Month,82.21199735
Apartments,Chungnam,Scale4,2020.04 Month,82.4463489
Apartments,Chungnam,Scale4,2020.05 Month,82.6722234
Apartments,Chungnam,Scale4,2020.06 Month,82.93328338
Apartments,Chungnam,Scale4,2020.07 Month,85.64481325
Apartments,Chungnam,Scale4,2020.08 Month,87.82868002
Apartments,Chungnam,Scale4,2020.09 Month,89.35092778
Apartments,Chungnam,Scale4,2020.10 Month,90.42121388
Apartments,Chungnam,Scale4,2020.11 Month,91.539868
Apartments,Chungnam,Scale4,2020.12 Month,93.38712946
Apartments,Chungnam,Scale4,2021.01 Month,94.74375665
Apartments,Chungnam,Scale4,2021.02 Month,96.3344279
Apartments,Chungnam,Scale4,2021.03 Month,97.2281331
Apartments,Chungnam,Scale4,2021.04 Month,98.10436794
Apartments,Chungnam,Scale4,2021.05 Month,99.33488895
Apartments,Chungnam,Scale4,2021.06 Month,100
Apartments,Chungnam,Scale4,2021.07 Month,100.3825133
Apartments,Chungnam,Scale4,2021.08 Month,101.2834813
Apartments,Chungnam,Scale4,2021.09 Month,101.8605961
Apartments,Chungnam,Scale4,2021.10 Month,103.1627816
Apartments,Chungnam,Scale4,2021.11 Month,103.6720663
Apartments,Chungnam,Scale4,2021.12 Month,103.9371495
Apartments,Chungnam,Scale4,2022.01 Month,104.0108747
Apartments,Chungnam,Scale4,2022.02 Month,103.8317444
Apartments,Chungnam,Scale4,2022.03 Month,103.5693361
Apartments,Chungnam,Scale4,2022.04 Month,103.2024491
Apartments,Chungnam,Scale4,2022.05 Month,102.7847588
Apartments,Chungnam,Scale4,2022.06 Month,102.6796696
Apartments,Chungnam,Scale4,2022.07 Month,102.7857531
Apartments,Chungnam,Scale4,2022.08 Month,102.6812063
Apartments,Chungnam,Scale4,2022.09 Month,102.0025953
Apartments,Chungnam,Scale4,2022.10 Month,100.7356955
Apartments,Chungnam,Scale4,2022.11 Month,99.79107372
Apartments,Chungnam,Scale4,2022.12 Month,98.15548736
Apartments,Chungnam,Scale4,2023.01 Month,96.71515929
Apartments,Chungnam,Scale4,2023.02 Month,95.70641557
Apartments,Chungnam,Scale4,2023.03 Month,95.17128738
Apartments,Chungnam,Scale4,2023.04 Month,94.48588592
Apartments,Chungnam,Scale4,2023.05 Month,93.87428842
Apartments,Chungnam,Scale4,2023.06 Month,93.69093942
Apartments,Chungnam,Scale4,2023.07 Month,93.55129785
Apartments,Chungnam,Scale4,2023.08 Month,93.67431843
Apartments,Chungnam,Scale4,2023.09 Month,94.20485719
Apartments,Chungnam,Scale4,2023.10 Month,94.2032318
Apartments,Chungnam,Scale4,2023.11 Month,94.51605793
Apartments,Chungnam,Scale4,2023.12 Month,94.67425548
Apartments,Chungnam,Scale4,2024.01 Month,94.29204636
Apartments,Chungnam,Scale4,2024.02 Month,93.96809719
Apartments,Chungnam,Scale4,2024.03 Month,93.78467108
Apartments,Chungnam,Scale4,2024.04 Month,93.48268688
Apartments,Chungnam,Scale4,2024.05 Month,93.381056
Apartments,Chungnam,Scale4,2024.06 Month,93.28059654
Apartments,Chungnam,Scale4,2024.07 Month,93.35856898
Apartments,Chungnam,Scale4,2024.08 Month,93.27537788
Apartments,Chungnam,Scale4,2024.09 Month,93.28486459
Apartments,Chungnam,Scale4,2024.10 Month,93.06036013
Apartments,Chungnam,Scale4,2024.11 Month,93.14895313
Apartments,Chungnam,Scale4,2024.12 Month,92.88896163
Apartments,Chungnam,Scale4,2025.01 Month,92.43892525
Apartments,Chungnam,Scale4,2025.02 Month,92.23162416
Apartments,Chungnam,Scale4,2025.03 Month,91.98230898
Apartments,Chungnam,Scale5,2015.01 Month,89.58301744
Apartments,Chungnam,Scale5,2015.02 Month,89.57350443
Apartments,Chungnam,Scale5,2015.03 Month,89.66868592
Apartments,Chungnam,Scale5,2015.04 Month,89.87791225
Apartments,Chungnam,Scale5,2015.05 Month,89.95260697
Apartments,Chungnam,Scale5,2015.06 Month,89.94429854
Apartments,Chungnam,Scale5,2015.07 Month,89.88577261
Apartments,Chungnam,Scale5,2015.08 Month,90.03651224
Apartments,Chungnam,Scale5,2015.09 Month,90.1755844
Apartments,Chungnam,Scale5,2015.10 Month,90.34276993
Apartments,Chungnam,Scale5,2015.11 Month,90.50451594
Apartments,Chungnam,Scale5,2015.12 Month,90.32523086
Apartments,Chungnam,Scale5,2016.01 Month,90.32389553
Apartments,Chungnam,Scale5,2016.02 Month,90.15936778
Apartments,Chungnam,Scale5,2016.03 Month,90.19692655
Apartments,Chungnam,Scale5,2016.04 Month,89.99269882
Apartments,Chungnam,Scale5,2016.05 Month,89.83664044
Apartments,Chungnam,Scale5,2016.06 Month,89.91330305
Apartments,Chungnam,Scale5,2016.07 Month,89.67784009
Apartments,Chungnam,Scale5,2016.08 Month,89.4881299
Apartments,Chungnam,Scale5,2016.09 Month,89.52859876
Apartments,Chungnam,Scale5,2016.10 Month,89.29436111
Apartments,Chungnam,Scale5,2016.11 Month,88.97729638
Apartments,Chungnam,Scale5,2016.12 Month,89.00533948
Apartments,Chungnam,Scale5,2017.01 Month,88.80579077
Apartments,Chungnam,Scale5,2017.02 Month,88.64214231
Apartments,Chungnam,Scale5,2017.03 Month,88.35122856
Apartments,Chungnam,Scale5,2017.04 Month,87.95473216
Apartments,Chungnam,Scale5,2017.05 Month,87.83145222
Apartments,Chungnam,Scale5,2017.06 Month,87.73713625
Apartments,Chungnam,Scale5,2017.07 Month,87.98955639
Apartments,Chungnam,Scale5,2017.08 Month,87.77929512
Apartments,Chungnam,Scale5,2017.09 Month,87.81796807
Apartments,Chungnam,Scale5,2017.10 Month,87.68997689
Apartments,Chungnam,Scale5,2017.11 Month,87.86743177
Apartments,Chungnam,Scale5,2017.12 Month,87.4779152
Apartments,Chungnam,Scale5,2018.01 Month,87.57105071
Apartments,Chungnam,Scale5,2018.02 Month,87.81109006
Apartments,Chungnam,Scale5,2018.03 Month,87.62905003
Apartments,Chungnam,Scale5,2018.04 Month,87.51616482
Apartments,Chungnam,Scale5,2018.05 Month,87.33915514
Apartments,Chungnam,Scale5,2018.06 Month,87.11028388
Apartments,Chungnam,Scale5,2018.07 Month,86.81973052
Apartments,Chungnam,Scale5,2018.08 Month,86.79851851
Apartments,Chungnam,Scale5,2018.09 Month,86.76597253
Apartments,Chungnam,Scale5,2018.10 Month,86.345228
Apartments,Chungnam,Scale5,2018.11 Month,86.10243708
Apartments,Chungnam,Scale5,2018.12 Month,85.93282125
Apartments,Chungnam,Scale5,2019.01 Month,85.67190153
Apartments,Chungnam,Scale5,2019.02 Month,85.3391678
Apartments,Chungnam,Scale5,2019.03 Month,85.05808403
Apartments,Chungnam,Scale5,2019.04 Month,84.85414858
Apartments,Chungnam,Scale5,2019.05 Month,84.87726273
Apartments,Chungnam,Scale5,2019.06 Month,84.67783678
Apartments,Chungnam,Scale5,2019.07 Month,84.49992291
Apartments,Chungnam,Scale5,2019.08 Month,84.67146853
Apartments,Chungnam,Scale5,2019.09 Month,84.40373105
Apartments,Chungnam,Scale5,2019.10 Month,84.31579446
Apartments,Chungnam,Scale5,2019.11 Month,84.33963671
Apartments,Chungnam,Scale5,2019.12 Month,84.48864284
Apartments,Chungnam,Scale5,2020.01 Month,84.98469977
Apartments,Chungnam,Scale5,2020.02 Month,85.05240858
Apartments,Chungnam,Scale5,2020.03 Month,85.09555889
Apartments,Chungnam,Scale5,2020.04 Month,85.06273363
Apartments,Chungnam,Scale5,2020.05 Month,85.08034246
Apartments,Chungnam,Scale5,2020.06 Month,85.46954802
Apartments,Chungnam,Scale5,2020.07 Month,86.7397459
Apartments,Chungnam,Scale5,2020.08 Month,87.504279
Apartments,Chungnam,Scale5,2020.09 Month,88.64675035
Apartments,Chungnam,Scale5,2020.10 Month,89.11837364
Apartments,Chungnam,Scale5,2020.11 Month,89.95875296
Apartments,Chungnam,Scale5,2020.12 Month,91.30435077
Apartments,Chungnam,Scale5,2021.01 Month,92.73823152
Apartments,Chungnam,Scale5,2021.02 Month,93.87476178
Apartments,Chungnam,Scale5,2021.03 Month,94.84566715
Apartments,Chungnam,Scale5,2021.04 Month,96.50792237
Apartments,Chungnam,Scale5,2021.05 Month,97.8823813
Apartments,Chungnam,Scale5,2021.06 Month,100
Apartments,Chungnam,Scale5,2021.07 Month,101.0227384
Apartments,Chungnam,Scale5,2021.08 Month,102.2729957
Apartments,Chungnam,Scale5,2021.09 Month,103.2246262
Apartments,Chungnam,Scale5,2021.10 Month,104.5286774
Apartments,Chungnam,Scale5,2021.11 Month,105.5623146
Apartments,Chungnam,Scale5,2021.12 Month,106.2089243
Apartments,Chungnam,Scale5,2022.01 Month,106.4769152
Apartments,Chungnam,Scale5,2022.02 Month,106.5089981
Apartments,Chungnam,Scale5,2022.03 Month,106.6009444
Apartments,Chungnam,Scale5,2022.04 Month,106.283321
Apartments,Chungnam,Scale5,2022.05 Month,106.2077902
Apartments,Chungnam,Scale5,2022.06 Month,106.0415223
Apartments,Chungnam,Scale5,2022.07 Month,105.7634847
Apartments,Chungnam,Scale5,2022.08 Month,105.439453
Apartments,Chungnam,Scale5,2022.09 Month,104.7810599
