Region,By Housing Type,Date,Price_Index
Gyeongsangnam-do,Apartments,2003-09-01,62.7
Gyeongsangnam-do,Apartments,2003-10-01,64.3
Gyeongsangnam-do,Apartments,2003-11-01,64.4
Gyeongsangnam-do,Apartments,2003-12-01,63.9
Gyeongsangnam-do,Apartments,2004-01-01,63.8
Gyeongsangnam-do,Apartments,2004-02-01,64.0
Gyeongsangnam-do,Apartments,2004-03-01,64.4
Gyeongsangnam-do,Apartments,2004-04-01,64.7
Gyeongsangnam-do,Apartments,2004-05-01,65.0
Gyeongsangnam-do,Apartments,2004-06-01,65.1
Gyeongsangnam-do,Apartments,2004-07-01,65.4
Gyeongsangnam-do,Apartments,2004-08-01,65.4
Gyeongsangnam-do,Apartments,2004-09-01,65.5
Gyeongsangnam-do,Apartments,2004-10-01,65.5
Gyeongsangnam-do,Apartments,2004-11-01,65.5
Gyeongsangnam-do,Apartments,2004-12-01,65.4
Gyeongsangnam-do,Apartments,2005-01-01,65.3
Gyeongsangnam-do,Apartments,2005-02-01,65.5
Gyeongsangnam-do,Apartments,2005-03-01,65.9
Gyeongsangnam-do,Apartments,2005-04-01,66.6
Gyeongsangnam-do,Apartments,2005-05-01,67.3
Gyeongsangnam-do,Apartments,2005-06-01,67.5
Gyeongsangnam-do,Apartments,2005-07-01,68.2
Gyeongsangnam-do,Apartments,2005-08-01,68.4
Gyeongsangnam-do,Apartments,2005-09-01,68.5
Gyeongsangnam-do,Apartments,2005-10-01,68.5
Gyeongsangnam-do,Apartments,2005-11-01,68.5
Gyeongsangnam-do,Apartments,2005-12-01,68.5
Gyeongsangnam-do,Apartments,2006-01-01,68.9
Gyeongsangnam-do,Apartments,2006-02-01,69.0
Gyeongsangnam-do,Apartments,2006-03-01,69.1
Gyeongsangnam-do,Apartments,2006-04-01,69.2
Gyeongsangnam-do,Apartments,2006-05-01,69.3
Gyeongsangnam-do,Apartments,2006-06-01,69.1
Gyeongsangnam-do,Apartments,2006-07-01,68.9
Gyeongsangnam-do,Apartments,2006-08-01,68.9
Gyeongsangnam-do,Apartments,2006-09-01,68.9
Gyeongsangnam-do,Apartments,2006-10-01,69.1
Gyeongsangnam-do,Apartments,2006-11-01,69.3
Gyeongsangnam-do,Apartments,2006-12-01,69.5
Gyeongsangnam-do,Apartments,2007-01-01,69.6
Gyeongsangnam-do,Apartments,2007-02-01,69.7
Gyeongsangnam-do,Apartments,2007-03-01,69.7
Gyeongsangnam-do,Apartments,2007-04-01,69.7
Gyeongsangnam-do,Apartments,2007-05-01,69.6
Gyeongsangnam-do,Apartments,2007-06-01,69.6
Gyeongsangnam-do,Apartments,2007-07-01,69.6
Gyeongsangnam-do,Apartments,2007-08-01,69.6
Gyeongsangnam-do,Apartments,2007-09-01,69.7
Gyeongsangnam-do,Apartments,2007-10-01,69.7
Gyeongsangnam-do,Apartments,2007-11-01,69.7
Gyeongsangnam-do,Apartments,2007-12-01,69.8
Gyeongsangnam-do,Apartments,2008-01-01,69.8
Gyeongsangnam-do,Apartments,2008-02-01,69.8
Gyeongsangnam-do,Apartments,2008-03-01,69.9
Gyeongsangnam-do,Apartments,2008-04-01,70.3
Gyeongsangnam-do,Apartments,2008-05-01,70.5
Gyeongsangnam-do,Apartments,2008-06-01,70.9
Gyeongsangnam-do,Apartments,2008-07-01,71.0
Gyeongsangnam-do,Apartments,2008-08-01,71.1
Gyeongsangnam-do,Apartments,2008-09-01,71.3
Gyeongsangnam-do,Apartments,2008-10-01,71.7
Gyeongsangnam-do,Apartments,2008-11-01,71.9
Gyeongsangnam-do,Apartments,2008-12-01,71.6
Gyeongsangnam-do,Apartments,2009-01-01,71.6
Gyeongsangnam-do,Apartments,2009-02-01,71.5
Gyeongsangnam-do,Apartments,2009-03-01,71.7
Gyeongsangnam-do,Apartments,2009-04-01,71.7
Gyeongsangnam-do,Apartments,2009-05-01,71.8
Gyeongsangnam-do,Apartments,2009-06-01,72.0
Gyeongsangnam-do,Apartments,2009-07-01,72.0
Gyeongsangnam-do,Apartments,2009-08-01,72.1
Gyeongsangnam-do,Apartments,2009-09-01,72.6
Gyeongsangnam-do,Apartments,2009-10-01,72.9
Gyeongsangnam-do,Apartments,2009-11-01,73.6
Gyeongsangnam-do,Apartments,2009-12-01,73.8
Gyeongsangnam-do,Apartments,2010-01-01,73.9
Gyeongsangnam-do,Apartments,2010-02-01,74.5
Gyeongsangnam-do,Apartments,2010-03-01,75.2
Gyeongsangnam-do,Apartments,2010-04-01,75.9
Gyeongsangnam-do,Apartments,2010-05-01,76.7
Gyeongsangnam-do,Apartments,2010-06-01,77.8
Gyeongsangnam-do,Apartments,2010-07-01,78.3
Gyeongsangnam-do,Apartments,2010-08-01,79.0
Gyeongsangnam-do,Apartments,2010-09-01,79.8
Gyeongsangnam-do,Apartments,2010-10-01,80.9
Gyeongsangnam-do,Apartments,2010-11-01,82.9
Gyeongsangnam-do,Apartments,2010-12-01,84.7
Gyeongsangnam-do,Apartments,2011-01-01,86.5
Gyeongsangnam-do,Apartments,2011-02-01,89.0
Gyeongsangnam-do,Apartments,2011-03-01,93.0
Gyeongsangnam-do,Apartments,2011-04-01,96.5
Gyeongsangnam-do,Apartments,2011-05-01,98.6
Gyeongsangnam-do,Apartments,2011-06-01,100.0
Gyeongsangnam-do,Apartments,2011-07-01,101.1
Gyeongsangnam-do,Apartments,2011-08-01,102.3
Gyeongsangnam-do,Apartments,2011-09-01,103.6
Gyeongsangnam-do,Apartments,2011-10-01,104.5
Gyeongsangnam-do,Apartments,2011-11-01,105.2
Gyeongsangnam-do,Apartments,2011-12-01,105.3
Gyeongsangnam-do,Apartments,2012-01-01,105.3
Gyeongsangnam-do,Apartments,2012-02-01,105.3
Gyeongsangnam-do,Apartments,2012-03-01,105.3
Gyeongsangnam-do,Apartments,2012-04-01,105.4
Gyeongsangnam-do,Apartments,2012-05-01,105.4
Gyeongsangnam-do,Apartments,2012-06-01,105.2
Gyeongsangnam-do,Apartments,2012-07-01,104.9
Gyeongsangnam-do,Apartments,2012-08-01,104.5
Gyeongsangnam-do,Apartments,2012-09-01,104.2
Gyeongsangnam-do,Apartments,2012-10-01,104.0
Gyeongsangnam-do,Apartments,2012-11-01,103.9
Gyeongsangnam-do,Apartments,2012-12-01,103.7
Gyeongsangnam-do,Row Houses,2003-09-01,93.6
Gyeongsangnam-do,Row Houses,2003-10-01,93.4
Gyeongsangnam-do,Row Houses,2003-11-01,93.1
Gyeongsangnam-do,Row Houses,2003-12-01,91.6
Gyeongsangnam-do,Row Houses,2004-01-01,90.8
Gyeongsangnam-do,Row Houses,2004-02-01,90.0
Gyeongsangnam-do,Row Houses,2004-03-01,89.7
Gyeongsangnam-do,Row Houses,2004-04-01,89.7
Gyeongsangnam-do,Row Houses,2004-05-01,90.1
Gyeongsangnam-do,Row Houses,2004-06-01,89.8
Gyeongsangnam-do,Row Houses,2004-07-01,89.5
Gyeongsangnam-do,Row Houses,2004-08-01,89.2
Gyeongsangnam-do,Row Houses,2004-09-01,88.0
Gyeongsangnam-do,Row Houses,2004-10-01,87.5
Gyeongsangnam-do,Row Houses,2004-11-01,87.0
Gyeongsangnam-do,Row Houses,2004-12-01,86.0
Gyeongsangnam-do,Row Houses,2005-01-01,85.9
Gyeongsangnam-do,Row Houses,2005-02-01,85.7
Gyeongsangnam-do,Row Houses,2005-03-01,85.7
Gyeongsangnam-do,Row Houses,2005-04-01,85.4
Gyeongsangnam-do,Row Houses,2005-05-01,84.9
Gyeongsangnam-do,Row Houses,2005-06-01,84.1
Gyeongsangnam-do,Row Houses,2005-07-01,83.6
Gyeongsangnam-do,Row Houses,2005-08-01,83.2
Gyeongsangnam-do,Row Houses,2005-09-01,83.1
Gyeongsangnam-do,Row Houses,2005-10-01,83.1
Gyeongsangnam-do,Row Houses,2005-11-01,83.5
Gyeongsangnam-do,Row Houses,2005-12-01,83.5
Gyeongsangnam-do,Row Houses,2006-01-01,83.2
Gyeongsangnam-do,Row Houses,2006-02-01,82.9
Gyeongsangnam-do,Row Houses,2006-03-01,83.2
Gyeongsangnam-do,Row Houses,2006-04-01,83.2
Gyeongsangnam-do,Row Houses,2006-05-01,83.0
Gyeongsangnam-do,Row Houses,2006-06-01,82.6
Gyeongsangnam-do,Row Houses,2006-07-01,82.6
Gyeongsangnam-do,Row Houses,2006-08-01,82.4
Gyeongsangnam-do,Row Houses,2006-09-01,82.4
Gyeongsangnam-do,Row Houses,2006-10-01,82.2
Gyeongsangnam-do,Row Houses,2006-11-01,82.0
Gyeongsangnam-do,Row Houses,2006-12-01,82.3
Gyeongsangnam-do,Row Houses,2007-01-01,82.1
Gyeongsangnam-do,Row Houses,2007-02-01,82.1
Gyeongsangnam-do,Row Houses,2007-03-01,82.0
Gyeongsangnam-do,Row Houses,2007-04-01,81.9
Gyeongsangnam-do,Row Houses,2007-05-01,82.0
Gyeongsangnam-do,Row Houses,2007-06-01,82.0
Gyeongsangnam-do,Row Houses,2007-07-01,82.0
Gyeongsangnam-do,Row Houses,2007-08-01,82.2
Gyeongsangnam-do,Row Houses,2007-09-01,82.5
Gyeongsangnam-do,Row Houses,2007-10-01,82.5
Gyeongsangnam-do,Row Houses,2007-11-01,82.5
Gyeongsangnam-do,Row Houses,2007-12-01,82.4
Gyeongsangnam-do,Row Houses,2008-01-01,82.4
Gyeongsangnam-do,Row Houses,2008-02-01,82.3
Gyeongsangnam-do,Row Houses,2008-03-01,82.3
Gyeongsangnam-do,Row Houses,2008-04-01,82.3
Gyeongsangnam-do,Row Houses,2008-05-01,82.4
Gyeongsangnam-do,Row Houses,2008-06-01,82.5
Gyeongsangnam-do,Row Houses,2008-07-01,82.7
Gyeongsangnam-do,Row Houses,2008-08-01,82.5
Gyeongsangnam-do,Row Houses,2008-09-01,82.6
Gyeongsangnam-do,Row Houses,2008-10-01,82.6
Gyeongsangnam-do,Row Houses,2008-11-01,82.4
Gyeongsangnam-do,Row Houses,2008-12-01,82.4
Gyeongsangnam-do,Row Houses,2009-01-01,82.4
Gyeongsangnam-do,Row Houses,2009-02-01,82.5
Gyeongsangnam-do,Row Houses,2009-03-01,82.5
Gyeongsangnam-do,Row Houses,2009-04-01,82.5
Gyeongsangnam-do,Row Houses,2009-05-01,82.5
Gyeongsangnam-do,Row Houses,2009-06-01,82.5
Gyeongsangnam-do,Row Houses,2009-07-01,82.5
Gyeongsangnam-do,Row Houses,2009-08-01,82.5
Gyeongsangnam-do,Row Houses,2009-09-01,83.1
Gyeongsangnam-do,Row Houses,2009-10-01,83.1
Gyeongsangnam-do,Row Houses,2009-11-01,83.1
Gyeongsangnam-do,Row Houses,2009-12-01,83.1
Gyeongsangnam-do,Row Houses,2010-01-01,83.3
Gyeongsangnam-do,Row Houses,2010-02-01,83.7
Gyeongsangnam-do,Row Houses,2010-03-01,83.9
Gyeongsangnam-do,Row Houses,2010-04-01,85.0
Gyeongsangnam-do,Row Houses,2010-05-01,85.1
Gyeongsangnam-do,Row Houses,2010-06-01,85.5
Gyeongsangnam-do,Row Houses,2010-07-01,85.5
Gyeongsangnam-do,Row Houses,2010-08-01,87.5
Gyeongsangnam-do,Row Houses,2010-09-01,87.8
Gyeongsangnam-do,Row Houses,2010-10-01,88.5
Gyeongsangnam-do,Row Houses,2010-11-01,90.3
Gyeongsangnam-do,Row Houses,2010-12-01,91.5
Gyeongsangnam-do,Row Houses,2011-01-01,92.9
Gyeongsangnam-do,Row Houses,2011-02-01,94.0
Gyeongsangnam-do,Row Houses,2011-03-01,97.4
Gyeongsangnam-do,Row Houses,2011-04-01,97.6
Gyeongsangnam-do,Row Houses,2011-05-01,99.3
Gyeongsangnam-do,Row Houses,2011-06-01,100.0
Gyeongsangnam-do,Row Houses,2011-07-01,100.5
Gyeongsangnam-do,Row Houses,2011-08-01,101.0
Gyeongsangnam-do,Row Houses,2011-09-01,102.3
Gyeongsangnam-do,Row Houses,2011-10-01,103.1
Gyeongsangnam-do,Row Houses,2011-11-01,104.0
Gyeongsangnam-do,Row Houses,2011-12-01,104.6
Gyeongsangnam-do,Row Houses,2012-01-01,104.6
Gyeongsangnam-do,Row Houses,2012-02-01,104.9
Gyeongsangnam-do,Row Houses,2012-03-01,105.2
Gyeongsangnam-do,Row Houses,2012-04-01,105.5
Gyeongsangnam-do,Row Houses,2012-05-01,106.0
Gyeongsangnam-do,Row Houses,2012-06-01,106.3
Gyeongsangnam-do,Row Houses,2012-07-01,107.1
Gyeongsangnam-do,Row Houses,2012-08-01,106.5
Gyeongsangnam-do,Row Houses,2012-09-01,106.7
Gyeongsangnam-do,Row Houses,2012-10-01,106.3
Gyeongsangnam-do,Row Houses,2012-11-01,106.0
Gyeongsangnam-do,Row Houses,2012-12-01,106.1
Gyeongsangnam-do,Total,2003-09-01,73.0
Gyeongsangnam-do,Total,2003-10-01,74.2
Gyeongsangnam-do,Total,2003-11-01,74.2
Gyeongsangnam-do,Total,2003-12-01,73.6
Gyeongsangnam-do,Total,2004-01-01,73.5
Gyeongsangnam-do,Total,2004-02-01,73.5
Gyeongsangnam-do,Total,2004-03-01,73.7
Gyeongsangnam-do,Total,2004-04-01,73.7
Gyeongsangnam-do,Total,2004-05-01,73.9
Gyeongsangnam-do,Total,2004-06-01,73.9
Gyeongsangnam-do,Total,2004-07-01,74.0
Gyeongsangnam-do,Total,2004-08-01,73.9
Gyeongsangnam-do,Total,2004-09-01,74.0
Gyeongsangnam-do,Total,2004-10-01,73.9
Gyeongsangnam-do,Total,2004-11-01,73.9
Gyeongsangnam-do,Total,2004-12-01,73.6
Gyeongsangnam-do,Total,2005-01-01,73.6
Gyeongsangnam-do,Total,2005-02-01,73.7
Gyeongsangnam-do,Total,2005-03-01,74.0
Gyeongsangnam-do,Total,2005-04-01,74.5
Gyeongsangnam-do,Total,2005-05-01,75.1
Gyeongsangnam-do,Total,2005-06-01,75.3
Gyeongsangnam-do,Total,2005-07-01,75.7
Gyeongsangnam-do,Total,2005-08-01,75.9
Gyeongsangnam-do,Total,2005-09-01,76.0
Gyeongsangnam-do,Total,2005-10-01,75.9
Gyeongsangnam-do,Total,2005-11-01,75.9
Gyeongsangnam-do,Total,2005-12-01,76.0
Gyeongsangnam-do,Total,2006-01-01,76.2
Gyeongsangnam-do,Total,2006-02-01,76.3
Gyeongsangnam-do,Total,2006-03-01,76.4
Gyeongsangnam-do,Total,2006-04-01,76.4
Gyeongsangnam-do,Total,2006-05-01,76.6
Gyeongsangnam-do,Total,2006-06-01,76.3
Gyeongsangnam-do,Total,2006-07-01,76.2
Gyeongsangnam-do,Total,2006-08-01,76.1
Gyeongsangnam-do,Total,2006-09-01,76.1
Gyeongsangnam-do,Total,2006-10-01,76.3
Gyeongsangnam-do,Total,2006-11-01,76.4
Gyeongsangnam-do,Total,2006-12-01,76.6
Gyeongsangnam-do,Total,2007-01-01,76.7
Gyeongsangnam-do,Total,2007-02-01,76.7
Gyeongsangnam-do,Total,2007-03-01,76.7
Gyeongsangnam-do,Total,2007-04-01,76.7
Gyeongsangnam-do,Total,2007-05-01,76.7
Gyeongsangnam-do,Total,2007-06-01,76.7
Gyeongsangnam-do,Total,2007-07-01,76.7
Gyeongsangnam-do,Total,2007-08-01,76.7
Gyeongsangnam-do,Total,2007-09-01,76.7
Gyeongsangnam-do,Total,2007-10-01,76.7
Gyeongsangnam-do,Total,2007-11-01,76.7
Gyeongsangnam-do,Total,2007-12-01,76.7
Gyeongsangnam-do,Total,2008-01-01,76.7
Gyeongsangnam-do,Total,2008-02-01,76.7
Gyeongsangnam-do,Total,2008-03-01,76.8
Gyeongsangnam-do,Total,2008-04-01,77.0
Gyeongsangnam-do,Total,2008-05-01,77.0
Gyeongsangnam-do,Total,2008-06-01,77.2
Gyeongsangnam-do,Total,2008-07-01,77.3
Gyeongsangnam-do,Total,2008-08-01,77.4
Gyeongsangnam-do,Total,2008-09-01,77.5
Gyeongsangnam-do,Total,2008-10-01,77.6
Gyeongsangnam-do,Total,2008-11-01,77.6
Gyeongsangnam-do,Total,2008-12-01,77.5
Gyeongsangnam-do,Total,2009-01-01,77.4
Gyeongsangnam-do,Total,2009-02-01,77.4
Gyeongsangnam-do,Total,2009-03-01,77.4
Gyeongsangnam-do,Total,2009-04-01,77.5
Gyeongsangnam-do,Total,2009-05-01,77.5
Gyeongsangnam-do,Total,2009-06-01,77.6
Gyeongsangnam-do,Total,2009-07-01,77.6
Gyeongsangnam-do,Total,2009-08-01,77.7
Gyeongsangnam-do,Total,2009-09-01,78.0
Gyeongsangnam-do,Total,2009-10-01,78.2
Gyeongsangnam-do,Total,2009-11-01,78.5
Gyeongsangnam-do,Total,2009-12-01,78.7
Gyeongsangnam-do,Total,2010-01-01,78.8
Gyeongsangnam-do,Total,2010-02-01,79.3
Gyeongsangnam-do,Total,2010-03-01,79.9
Gyeongsangnam-do,Total,2010-04-01,80.5
Gyeongsangnam-do,Total,2010-05-01,81.1
Gyeongsangnam-do,Total,2010-06-01,82.1
Gyeongsangnam-do,Total,2010-07-01,82.8
Gyeongsangnam-do,Total,2010-08-01,83.5
Gyeongsangnam-do,Total,2010-09-01,84.1
Gyeongsangnam-do,Total,2010-10-01,85.0
Gyeongsangnam-do,Total,2010-11-01,86.6
Gyeongsangnam-do,Total,2010-12-01,87.9
Gyeongsangnam-do,Total,2011-01-01,89.4
Gyeongsangnam-do,Total,2011-02-01,91.3
Gyeongsangnam-do,Total,2011-03-01,94.8
Gyeongsangnam-do,Total,2011-04-01,97.4
Gyeongsangnam-do,Total,2011-05-01,99.0
Gyeongsangnam-do,Total,2011-06-01,100.0
Gyeongsangnam-do,Total,2011-07-01,100.6
Gyeongsangnam-do,Total,2011-08-01,101.4
Gyeongsangnam-do,Total,2011-09-01,102.5
Gyeongsangnam-do,Total,2011-10-01,103.3
Gyeongsangnam-do,Total,2011-11-01,103.8
Gyeongsangnam-do,Total,2011-12-01,103.8
Gyeongsangnam-do,Total,2012-01-01,103.9
Gyeongsangnam-do,Total,2012-02-01,104.0
Gyeongsangnam-do,Total,2012-03-01,104.2
Gyeongsangnam-do,Total,2012-04-01,104.4
Gyeongsangnam-do,Total,2012-05-01,104.4
Gyeongsangnam-do,Total,2012-06-01,104.3
Gyeongsangnam-do,Total,2012-07-01,104.2
Gyeongsangnam-do,Total,2012-08-01,104.0
Gyeongsangnam-do,Total,2012-09-01,103.9
Gyeongsangnam-do,Total,2012-10-01,103.8
Gyeongsangnam-do,Total,2012-11-01,103.7
Gyeongsangnam-do,Total,2012-12-01,103.6
Gyeongsangnam-do,single,2003-09-01,98.4
Gyeongsangnam-do,single,2003-10-01,98.4
Gyeongsangnam-do,single,2003-11-01,98.0
Gyeongsangnam-do,single,2003-12-01,97.8
Gyeongsangnam-do,single,2004-01-01,97.4
Gyeongsangnam-do,single,2004-02-01,97.5
Gyeongsangnam-do,single,2004-03-01,97.6
Gyeongsangnam-do,single,2004-04-01,96.9
Gyeongsangnam-do,single,2004-05-01,96.6
Gyeongsangnam-do,single,2004-06-01,96.3
Gyeongsangnam-do,single,2004-07-01,96.0
Gyeongsangnam-do,single,2004-08-01,95.8
Gyeongsangnam-do,single,2004-09-01,95.6
Gyeongsangnam-do,single,2004-10-01,95.4
Gyeongsangnam-do,single,2004-11-01,95.3
Gyeongsangnam-do,single,2004-12-01,94.6
Gyeongsangnam-do,single,2005-01-01,94.6
Gyeongsangnam-do,single,2005-02-01,94.5
Gyeongsangnam-do,single,2005-03-01,94.3
Gyeongsangnam-do,single,2005-04-01,94.3
Gyeongsangnam-do,single,2005-05-01,94.3
Gyeongsangnam-do,single,2005-06-01,94.3
Gyeongsangnam-do,single,2005-07-01,94.0
Gyeongsangnam-do,single,2005-08-01,94.0
Gyeongsangnam-do,single,2005-09-01,93.9
Gyeongsangnam-do,single,2005-10-01,93.9
Gyeongsangnam-do,single,2005-11-01,93.7
Gyeongsangnam-do,single,2005-12-01,93.7
Gyeongsangnam-do,single,2006-01-01,93.6
Gyeongsangnam-do,single,2006-02-01,93.6
Gyeongsangnam-do,single,2006-03-01,93.5
Gyeongsangnam-do,single,2006-04-01,93.5
Gyeongsangnam-do,single,2006-05-01,94.1
Gyeongsangnam-do,single,2006-06-01,93.5
Gyeongsangnam-do,single,2006-07-01,93.6
Gyeongsangnam-do,single,2006-08-01,93.4
Gyeongsangnam-do,single,2006-09-01,93.4
Gyeongsangnam-do,single,2006-10-01,93.6
Gyeongsangnam-do,single,2006-11-01,93.6
Gyeongsangnam-do,single,2006-12-01,93.8
Gyeongsangnam-do,single,2007-01-01,93.8
Gyeongsangnam-do,single,2007-02-01,93.8
Gyeongsangnam-do,single,2007-03-01,93.8
Gyeongsangnam-do,single,2007-04-01,93.8
Gyeongsangnam-do,single,2007-05-01,93.8
Gyeongsangnam-do,single,2007-06-01,93.7
Gyeongsangnam-do,single,2007-07-01,93.7
Gyeongsangnam-do,single,2007-08-01,93.7
Gyeongsangnam-do,single,2007-09-01,93.7
Gyeongsangnam-do,single,2007-10-01,93.7
Gyeongsangnam-do,single,2007-11-01,93.7
Gyeongsangnam-do,single,2007-12-01,93.6
Gyeongsangnam-do,single,2008-01-01,93.6
Gyeongsangnam-do,single,2008-02-01,93.6
Gyeongsangnam-do,single,2008-03-01,93.7
Gyeongsangnam-do,single,2008-04-01,93.5
Gyeongsangnam-do,single,2008-05-01,93.6
Gyeongsangnam-do,single,2008-06-01,93.7
Gyeongsangnam-do,single,2008-07-01,94.0
Gyeongsangnam-do,single,2008-08-01,93.8
Gyeongsangnam-do,single,2008-09-01,93.8
Gyeongsangnam-do,single,2008-10-01,93.7
Gyeongsangnam-do,single,2008-11-01,93.5
Gyeongsangnam-do,single,2008-12-01,93.2
Gyeongsangnam-do,single,2009-01-01,93.2
Gyeongsangnam-do,single,2009-02-01,93.0
Gyeongsangnam-do,single,2009-03-01,92.9
Gyeongsangnam-do,single,2009-04-01,92.9
Gyeongsangnam-do,single,2009-05-01,92.8
Gyeongsangnam-do,single,2009-06-01,93.0
Gyeongsangnam-do,single,2009-07-01,93.0
Gyeongsangnam-do,single,2009-08-01,92.9
Gyeongsangnam-do,single,2009-09-01,93.2
Gyeongsangnam-do,single,2009-10-01,93.4
Gyeongsangnam-do,single,2009-11-01,93.4
Gyeongsangnam-do,single,2009-12-01,93.4
Gyeongsangnam-do,single,2010-01-01,93.4
Gyeongsangnam-do,single,2010-02-01,93.4
Gyeongsangnam-do,single,2010-03-01,93.7
Gyeongsangnam-do,single,2010-04-01,93.8
Gyeongsangnam-do,single,2010-05-01,93.9
Gyeongsangnam-do,single,2010-06-01,94.6
Gyeongsangnam-do,single,2010-07-01,95.4
Gyeongsangnam-do,single,2010-08-01,95.6
Gyeongsangnam-do,single,2010-09-01,95.7
Gyeongsangnam-do,single,2010-10-01,95.9
Gyeongsangnam-do,single,2010-11-01,96.2
Gyeongsangnam-do,single,2010-12-01,96.6
Gyeongsangnam-do,single,2011-01-01,97.0
Gyeongsangnam-do,single,2011-02-01,97.4
Gyeongsangnam-do,single,2011-03-01,98.8
Gyeongsangnam-do,single,2011-04-01,99.0
Gyeongsangnam-do,single,2011-05-01,99.6
Gyeongsangnam-do,single,2011-06-01,100.0
Gyeongsangnam-do,single,2011-07-01,100.5
Gyeongsangnam-do,single,2011-08-01,100.9
Gyeongsangnam-do,single,2011-09-01,102.0
Gyeongsangnam-do,single,2011-10-01,102.8
Gyeongsangnam-do,single,2011-11-01,103.4
Gyeongsangnam-do,single,2011-12-01,103.6
Gyeongsangnam-do,single,2012-01-01,104.1
Gyeongsangnam-do,single,2012-02-01,104.5
Gyeongsangnam-do,single,2012-03-01,104.8
Gyeongsangnam-do,single,2012-04-01,105.2
Gyeongsangnam-do,single,2012-05-01,105.5
Gyeongsangnam-do,single,2012-06-01,105.4
Gyeongsangnam-do,single,2012-07-01,105.5
Gyeongsangnam-do,single,2012-08-01,105.6
Gyeongsangnam-do,single,2012-09-01,105.7
Gyeongsangnam-do,single,2012-10-01,105.9
Gyeongsangnam-do,single,2012-11-01,105.9
Gyeongsangnam-do,single,2012-12-01,106.0
Jeollabuk-do,Apartments,2003-06-01,61.9
Jeollabuk-do,Apartments,2003-07-01,61.7
Jeollabuk-do,Apartments,2003-08-01,61.7
Jeollabuk-do,Apartments,2003-09-01,62.1
Jeollabuk-do,Apartments,2003-10-01,62.2
Jeollabuk-do,Apartments,2003-11-01,62.5
Jeollabuk-do,Apartments,2003-12-01,62.4
Jeollabuk-do,Apartments,2004-01-01,62.6
Jeollabuk-do,Apartments,2004-02-01,62.9
Jeollabuk-do,Apartments,2004-03-01,63.5
Jeollabuk-do,Apartments,2004-04-01,63.8
Jeollabuk-do,Apartments,2004-05-01,63.9
Jeollabuk-do,Apartments,2004-06-01,64.1
Jeollabuk-do,Apartments,2004-07-01,64.3
Jeollabuk-do,Apartments,2004-08-01,64.5
Jeollabuk-do,Apartments,2004-09-01,64.7
Jeollabuk-do,Apartments,2004-10-01,64.9
Jeollabuk-do,Apartments,2004-11-01,65.2
Jeollabuk-do,Apartments,2004-12-01,65.3
Jeollabuk-do,Apartments,2005-01-01,65.3
Jeollabuk-do,Apartments,2005-02-01,65.5
Jeollabuk-do,Apartments,2005-03-01,65.7
Jeollabuk-do,Apartments,2005-04-01,66.0
Jeollabuk-do,Apartments,2005-05-01,66.2
Jeollabuk-do,Apartments,2005-06-01,66.4
Jeollabuk-do,Apartments,2005-07-01,66.7
Jeollabuk-do,Apartments,2005-08-01,67.2
Jeollabuk-do,Apartments,2005-09-01,67.6
Jeollabuk-do,Apartments,2005-10-01,68.2
Jeollabuk-do,Apartments,2005-11-01,68.3
Jeollabuk-do,Apartments,2005-12-01,68.5
Jeollabuk-do,Apartments,2006-01-01,68.8
Jeollabuk-do,Apartments,2006-02-01,69.3
Jeollabuk-do,Apartments,2006-03-01,69.6
Jeollabuk-do,Apartments,2006-04-01,69.9
Jeollabuk-do,Apartments,2006-05-01,70.5
Jeollabuk-do,Apartments,2006-06-01,70.9
Jeollabuk-do,Apartments,2006-07-01,71.1
Jeollabuk-do,Apartments,2006-08-01,71.4
Jeollabuk-do,Apartments,2006-09-01,71.7
Jeollabuk-do,Apartments,2006-10-01,72.2
Jeollabuk-do,Apartments,2006-11-01,72.7
Jeollabuk-do,Apartments,2006-12-01,73.0
Jeollabuk-do,Apartments,2007-01-01,73.2
Jeollabuk-do,Apartments,2007-02-01,73.4
Jeollabuk-do,Apartments,2007-03-01,73.5
Jeollabuk-do,Apartments,2007-04-01,73.6
Jeollabuk-do,Apartments,2007-05-01,73.6
Jeollabuk-do,Apartments,2007-06-01,73.5
Jeollabuk-do,Apartments,2007-07-01,73.6
Jeollabuk-do,Apartments,2007-08-01,73.6
Jeollabuk-do,Apartments,2007-09-01,73.6
Jeollabuk-do,Apartments,2007-10-01,73.7
Jeollabuk-do,Apartments,2007-11-01,73.9
Jeollabuk-do,Apartments,2007-12-01,74.1
Jeollabuk-do,Apartments,2008-01-01,74.3
Jeollabuk-do,Apartments,2008-02-01,74.4
Jeollabuk-do,Apartments,2008-03-01,74.9
Jeollabuk-do,Apartments,2008-04-01,75.8
Jeollabuk-do,Apartments,2008-05-01,76.5
Jeollabuk-do,Apartments,2008-06-01,77.5
Jeollabuk-do,Apartments,2008-07-01,78.1
Jeollabuk-do,Apartments,2008-08-01,78.7
Jeollabuk-do,Apartments,2008-09-01,79.0
Jeollabuk-do,Apartments,2008-10-01,79.0
Jeollabuk-do,Apartments,2008-11-01,78.9
Jeollabuk-do,Apartments,2008-12-01,78.6
Jeollabuk-do,Apartments,2009-01-01,78.3
Jeollabuk-do,Apartments,2009-02-01,78.3
Jeollabuk-do,Apartments,2009-03-01,78.7
Jeollabuk-do,Apartments,2009-04-01,79.0
Jeollabuk-do,Apartments,2009-05-01,79.1
