,Province,Total,Apartments,Row Houses,Detached Houses,Year,Price Growth Rate (%),Apartment Growth Rate (%),Row House Growth Rate (%),Detached House Growth Rate (%)
3757,Gyeongsangbuk-do,75.8,68.0,100.5,87.6,2004,0.0,0.59,-0.3,-0.9
3761,Gyeongsangbuk-do,75.3,68.2,98.4,85.9,2005,-0.66,0.29,-2.09,-1.94
3770,Gyeongsangbuk-do,77.7,72.1,96.4,86.3,2005,3.19,5.72,-2.03,0.47
3771,Gyeongsangbuk-do,78.1,72.9,96.4,85.9,2005,0.51,1.11,0.0,-0.46
3772,Gyeongsangbuk-do,78.3,73.2,96.3,85.9,2005,0.26,0.41,-0.1,0.0
3762,Gyeongsangbuk-do,75.4,68.3,98.2,86.3,2005,-3.7,-6.69,1.97,0.47
3763,Gyeongsangbuk-do,75.5,68.6,96.2,86.2,2005,0.13,0.44,-2.04,-0.12
3764,Gyeongsangbuk-do,75.8,69.1,96.4,86.1,2005,0.4,0.73,0.21,-0.12
3765,Gyeongsangbuk-do,76.2,69.7,96.0,86.3,2005,0.53,0.87,-0.41,0.23
3766,Gyeongsangbuk-do,76.7,70.4,96.0,86.8,2005,0.66,1.0,0.0,0.58
3767,Gyeongsangbuk-do,77.0,70.9,95.9,86.7,2005,0.39,0.71,-0.1,-0.12
3768,Gyeongsangbuk-do,77.2,71.1,96.1,86.7,2005,0.26,0.28,0.21,0.0
3769,Gyeongsangbuk-do,77.4,71.3,96.3,86.6,2005,0.26,0.28,0.21,-0.12
3773,Gyeongsangbuk-do,78.3,73.4,96.3,85.6,2006,1.16,2.95,0.0,-1.15
3782,Gyeongsangbuk-do,81.4,78.7,97.4,84.0,2006,3.96,7.22,1.14,-1.87
3783,Gyeongsangbuk-do,81.9,79.4,97.5,84.2,2006,0.61,0.89,0.1,0.24
3784,Gyeongsangbuk-do,82.2,79.9,97.6,84.1,2006,0.37,0.63,0.1,-0.12
3774,Gyeongsangbuk-do,78.5,73.8,96.3,85.4,2006,-4.5,-7.63,-1.33,1.55
3775,Gyeongsangbuk-do,78.8,74.6,96.4,84.7,2006,0.38,1.08,0.1,-0.82
3776,Gyeongsangbuk-do,79.1,75.4,96.7,83.9,2006,0.38,1.07,0.31,-0.94
3777,Gyeongsangbuk-do,79.7,76.4,96.5,83.8,2006,0.76,1.33,-0.21,-0.12
3778,Gyeongsangbuk-do,80.0,76.9,96.8,83.6,2006,0.38,0.65,0.31,-0.24
3779,Gyeongsangbuk-do,80.5,77.4,97.6,83.6,2006,0.63,0.65,0.83,0.0
3780,Gyeongsangbuk-do,80.6,77.7,97.5,83.6,2006,0.12,0.39,-0.1,0.0
3781,Gyeongsangbuk-do,81.0,78.2,97.5,83.8,2006,0.5,0.64,0.0,0.24
3785,Gyeongsangbuk-do,82.4,80.3,97.7,84.2,2007,1.73,2.69,0.21,0.48
3794,Gyeongsangbuk-do,84.0,82.0,97.7,85.3,2007,1.94,2.12,0.0,1.31
3795,Gyeongsangbuk-do,83.8,81.9,97.0,85.1,2007,-0.24,-0.12,-0.72,-0.23
3796,Gyeongsangbuk-do,84.1,81.9,96.2,86.0,2007,0.36,0.0,-0.82,1.06
3786,Gyeongsangbuk-do,82.7,80.7,97.7,84.2,2007,-1.66,-1.47,1.56,-2.09
3787,Gyeongsangbuk-do,82.9,81.1,97.5,84.2,2007,0.24,0.5,-0.2,0.0
3788,Gyeongsangbuk-do,83.1,81.3,97.5,84.2,2007,0.24,0.25,0.0,0.0
3789,Gyeongsangbuk-do,83.3,81.6,97.4,84.2,2007,0.24,0.37,-0.1,0.0
3790,Gyeongsangbuk-do,83.5,81.9,97.6,84.4,2007,0.24,0.37,0.21,0.24
3791,Gyeongsangbuk-do,83.5,81.9,97.4,84.4,2007,0.0,0.0,-0.2,0.0
3792,Gyeongsangbuk-do,83.6,82.0,97.7,84.5,2007,0.12,0.12,0.31,0.12
3793,Gyeongsangbuk-do,83.6,82.0,97.5,84.5,2007,0.0,0.0,-0.2,0.0
3797,Gyeongsangbuk-do,84.2,82.0,96.2,86.1,2008,0.72,0.0,-1.33,1.89
3806,Gyeongsangbuk-do,84.3,81.9,96.9,86.0,2008,0.12,-0.12,0.73,-0.12
3807,Gyeongsangbuk-do,83.9,81.4,96.9,85.8,2008,-0.47,-0.61,0.0,-0.23
3808,Gyeongsangbuk-do,83.0,80.3,95.6,85.3,2008,-1.07,-1.35,-1.34,-0.58
3798,Gyeongsangbuk-do,84.2,82.0,96.2,86.2,2008,1.45,2.12,0.63,1.06
3799,Gyeongsangbuk-do,84.3,82.0,96.4,86.2,2008,0.12,0.0,0.21,0.0
3800,Gyeongsangbuk-do,84.5,82.2,96.5,86.2,2008,0.24,0.24,0.1,0.0
3801,Gyeongsangbuk-do,84.4,82.2,96.2,86.3,2008,-0.12,0.0,-0.31,0.12
3802,Gyeongsangbuk-do,84.4,82.1,96.0,86.3,2008,0.0,-0.12,-0.21,0.0
3803,Gyeongsangbuk-do,84.4,82.2,96.0,86.3,2008,0.0,0.12,0.0,0.0
3804,Gyeongsangbuk-do,84.5,82.1,96.1,86.3,2008,0.12,-0.12,0.1,0.0
3805,Gyeongsangbuk-do,84.5,82.1,97.7,86.2,2008,0.0,0.0,1.66,-0.12
3809,Gyeongsangbuk-do,82.7,79.8,95.2,85.3,2009,-2.13,-2.8,-2.56,-1.04
3818,Gyeongsangbuk-do,82.5,79.3,94.6,86.2,2009,-0.24,-0.63,-0.63,1.06
3819,Gyeongsangbuk-do,82.7,79.5,94.5,86.3,2009,0.24,0.25,-0.11,0.12
3820,Gyeongsangbuk-do,82.7,79.6,94.5,86.3,2009,0.0,0.13,0.0,0.0
3810,Gyeongsangbuk-do,82.4,79.5,94.1,85.4,2009,-0.36,-0.13,-0.42,-1.04
3811,Gyeongsangbuk-do,82.2,79.2,93.9,85.3,2009,-0.24,-0.38,-0.21,-0.12
3812,Gyeongsangbuk-do,82.2,79.2,93.9,85.3,2009,0.0,0.0,0.0,0.0
3813,Gyeongsangbuk-do,82.1,79.1,93.9,85.4,2009,-0.12,-0.13,0.0,0.12
3814,Gyeongsangbuk-do,82.1,79.0,93.9,85.3,2009,0.0,-0.13,0.0,-0.12
3815,Gyeongsangbuk-do,82.0,78.9,93.9,85.3,2009,-0.12,-0.13,0.0,0.0
3816,Gyeongsangbuk-do,82.1,79.0,93.9,85.3,2009,0.12,0.13,0.0,0.0
3817,Gyeongsangbuk-do,82.4,79.3,94.4,86.0,2009,0.37,0.38,0.53,0.82
3821,Gyeongsangbuk-do,82.7,79.6,94.2,86.4,2010,0.36,0.38,-0.21,0.47
3830,Gyeongsangbuk-do,82.1,79.0,93.7,85.7,2010,-0.73,-0.75,-0.53,-0.81
3831,Gyeongsangbuk-do,82.4,79.6,93.8,85.6,2010,0.37,0.76,0.11,-0.12
3832,Gyeongsangbuk-do,82.6,79.8,93.8,85.5,2010,0.24,0.25,0.0,-0.12
3822,Gyeongsangbuk-do,82.7,79.7,94.1,86.4,2010,0.12,-0.13,0.32,1.05
3823,Gyeongsangbuk-do,82.7,79.6,94.0,86.4,2010,0.0,-0.13,-0.11,0.0
3824,Gyeongsangbuk-do,82.7,79.6,94.0,86.4,2010,0.0,0.0,0.0,0.0
3825,Gyeongsangbuk-do,82.6,79.5,94.0,86.2,2010,-0.12,-0.13,0.0,-0.23
3826,Gyeongsangbuk-do,82.4,79.3,94.0,86.1,2010,-0.24,-0.25,0.0,-0.12
3827,Gyeongsangbuk-do,82.2,79.1,93.4,85.9,2010,-0.24,-0.25,-0.64,-0.23
3828,Gyeongsangbuk-do,82.1,78.9,93.3,85.8,2010,-0.12,-0.25,-0.11,-0.12
3829,Gyeongsangbuk-do,82.1,78.9,93.5,85.7,2010,0.0,0.0,0.21,-0.12
3833,Gyeongsangbuk-do,82.9,80.4,94.0,85.5,2011,0.97,1.9,0.53,-0.23
3842,Gyeongsangbuk-do,86.7,86.2,95.5,86.0,2011,4.58,7.21,1.6,0.58
3843,Gyeongsangbuk-do,87.4,87.5,95.9,85.9,2011,0.81,1.51,0.42,-0.12
3844,Gyeongsangbuk-do,87.9,88.2,96.3,86.0,2011,0.57,0.8,0.42,0.12
3834,Gyeongsangbuk-do,83.1,80.6,94.1,85.6,2011,-5.46,-8.62,-2.28,-0.47
3835,Gyeongsangbuk-do,83.8,81.7,94.2,85.8,2011,0.84,1.36,0.11,0.23
3836,Gyeongsangbuk-do,84.4,82.6,94.2,85.9,2011,0.72,1.1,0.0,0.12
3837,Gyeongsangbuk-do,84.5,82.7,94.3,86.0,2011,0.12,0.12,0.11,0.12
3838,Gyeongsangbuk-do,84.9,83.4,94.5,86.1,2011,0.47,0.85,0.21,0.12
3839,Gyeongsangbuk-do,85.2,83.8,94.9,86.0,2011,0.35,0.48,0.42,-0.12
3840,Gyeongsangbuk-do,85.5,84.5,95.0,86.0,2011,0.35,0.84,0.11,0.0
3841,Gyeongsangbuk-do,86.1,85.4,95.3,86.0,2011,0.7,1.07,0.32,0.0
3845,Gyeongsangbuk-do,88.5,89.4,96.8,86.0,2012,2.79,4.68,1.57,0.0
3854,Gyeongsangbuk-do,90.9,94.1,99.3,86.3,2012,2.71,5.26,2.58,0.35
3855,Gyeongsangbuk-do,91.2,94.6,99.5,86.4,2012,0.33,0.53,0.2,0.12
3856,Gyeongsangbuk-do,91.5,95.1,99.7,86.5,2012,0.33,0.53,0.2,0.12
3846,Gyeongsangbuk-do,88.6,89.7,96.8,86.0,2012,-3.17,-5.68,-2.91,-0.58
3847,Gyeongsangbuk-do,89.0,90.4,97.3,86.0,2012,0.45,0.78,0.52,0.0
3848,Gyeongsangbuk-do,89.2,90.9,97.5,86.0,2012,0.22,0.55,0.21,0.0
3849,Gyeongsangbuk-do,89.5,91.4,97.4,86.0,2012,0.34,0.55,-0.1,0.0
3850,Gyeongsangbuk-do,89.7,91.8,97.5,86.0,2012,0.22,0.44,0.1,0.0
3851,Gyeongsangbuk-do,89.9,92.2,98.1,86.0,2012,0.22,0.44,0.62,0.0
3852,Gyeongsangbuk-do,90.2,92.9,98.5,86.0,2012,0.33,0.76,0.41,0.0
3853,Gyeongsangbuk-do,90.6,93.6,98.9,86.2,2012,0.44,0.75,0.41,0.23
3857,Gyeongsangbuk-do,91.8,95.7,100.0,86.5,2013,1.32,2.24,1.11,0.35
3866,Gyeongsangbuk-do,95.3,102.5,102.7,87.1,2013,3.81,7.11,2.7,0.69
3867,Gyeongsangbuk-do,95.7,103.3,103.3,87.1,2013,0.42,0.78,0.58,0.0
3868,Gyeongsangbuk-do,96.2,104.2,103.9,87.2,2013,0.52,0.87,0.58,0.11
3858,Gyeongsangbuk-do,92.0,96.2,100.0,86.5,2013,-4.37,-7.68,-3.75,-0.8
3859,Gyeongsangbuk-do,92.3,96.8,100.4,86.6,2013,0.33,0.62,0.4,0.12
3860,Gyeongsangbuk-do,92.7,97.5,101.0,86.7,2013,0.43,0.72,0.6,0.12
3861,Gyeongsangbuk-do,93.1,98.3,101.2,86.8,2013,0.43,0.82,0.2,0.12
3862,Gyeongsangbuk-do,93.6,99.1,101.5,86.8,2013,0.54,0.81,0.3,0.0
3863,Gyeongsangbuk-do,94.2,100.3,102.0,86.9,2013,0.64,1.21,0.49,0.12
3864,Gyeongsangbuk-do,94.4,100.9,102.1,86.9,2013,0.21,0.6,0.1,0.0
3865,Gyeongsangbuk-do,94.8,101.6,102.3,87.0,2013,0.42,0.69,0.2,0.12
3869,Gyeongsangbuk-do,97.0,105.9,104.7,87.1,2014,2.32,4.23,2.35,0.11
3878,Gyeongsangbuk-do,99.2,110.1,107.9,87.4,2014,2.27,3.97,3.06,0.34
3879,Gyeongsangbuk-do,99.4,110.6,107.9,87.4,2014,0.2,0.45,0.0,0.0
3880,Gyeongsangbuk-do,99.6,111.1,108.2,87.5,2014,0.2,0.45,0.28,0.11
3870,Gyeongsangbuk-do,97.4,106.9,105.3,87.1,2014,-2.21,-3.78,-2.68,-0.46
3871,Gyeongsangbuk-do,97.8,107.5,105.8,87.2,2014,0.41,0.56,0.47,0.11
3872,Gyeongsangbuk-do,98.1,108.1,106.2,87.2,2014,0.31,0.56,0.38,0.0
3873,Gyeongsangbuk-do,98.3,108.5,106.5,87.2,2014,0.2,0.37,0.28,0.0
3874,Gyeongsangbuk-do,98.5,108.8,106.7,87.3,2014,0.2,0.28,0.19,0.11
3875,Gyeongsangbuk-do,98.6,109.1,106.8,87.3,2014,0.1,0.28,0.09,0.0
3876,Gyeongsangbuk-do,98.7,109.3,107.0,87.3,2014,0.1,0.18,0.19,0.0
3877,Gyeongsangbuk-do,98.9,109.7,107.5,87.3,2014,0.2,0.37,0.47,0.0
3881,Gyeongsangbuk-do,99.9,111.5,108.6,87.5,2015,1.01,1.64,1.02,0.23
3890,Gyeongsangbuk-do,102.2,115.2,110.6,89.0,2015,2.3,3.32,1.84,1.71
3891,Gyeongsangbuk-do,102.3,115.3,110.7,89.1,2015,0.1,0.09,0.09,0.11
3892,Gyeongsangbuk-do,102.3,115.1,110.6,89.2,2015,0.0,-0.17,-0.09,0.11
3882,Gyeongsangbuk-do,100.1,112.0,108.8,87.5,2015,-2.15,-2.69,-1.63,-1.91
3883,Gyeongsangbuk-do,100.4,112.5,109.0,87.7,2015,0.3,0.45,0.18,0.23
3884,Gyeongsangbuk-do,100.7,113.0,109.4,87.8,2015,0.3,0.44,0.37,0.11
3885,Gyeongsangbuk-do,100.8,113.4,109.6,87.9,2015,0.1,0.35,0.18,0.11
3886,Gyeongsangbuk-do,101.1,113.9,109.9,88.0,2015,0.3,0.44,0.27,0.11
3887,Gyeongsangbuk-do,101.3,114.1,110.0,88.3,2015,0.2,0.18,0.09,0.34
3888,Gyeongsangbuk-do,101.6,114.5,110.2,88.6,2015,0.3,0.35,0.18,0.34
3889,Gyeongsangbuk-do,102.0,115.0,110.5,88.9,2015,0.39,0.44,0.27,0.34
3893,Gyeongsangbuk-do,102.2,114.9,110.5,89.3,2016,0.2,-0.09,0.0,0.45
3902,Gyeongsangbuk-do,100.8,110.9,110.3,89.8,2016,-1.37,-3.48,-0.18,0.56
3903,Gyeongsangbuk-do,100.7,110.6,110.2,89.8,2016,-0.1,-0.27,-0.09,0.0
3904,Gyeongsangbuk-do,100.6,110.1,110.0,90.0,2016,-0.1,-0.45,-0.18,0.22
3894,Gyeongsangbuk-do,102.1,114.7,110.5,89.2,2016,1.49,4.18,0.45,-0.89
3895,Gyeongsangbuk-do,102.0,114.3,110.5,89.3,2016,-0.1,-0.35,0.0,0.11
3896,Gyeongsangbuk-do,101.9,114.0,110.5,89.4,2016,-0.1,-0.26,0.0,0.11
3897,Gyeongsangbuk-do,101.7,113.4,110.6,89.5,2016,-0.2,-0.53,0.09,0.11
3898,Gyeongsangbuk-do,101.5,112.8,110.6,89.5,2016,-0.2,-0.53,0.0,0.0
3899,Gyeongsangbuk-do,101.2,112.2,110.5,89.6,2016,-0.3,-0.53,-0.09,0.11
3900,Gyeongsangbuk-do,101.0,111.7,110.5,89.6,2016,-0.2,-0.45,0.0,0.0
3901,Gyeongsangbuk-do,100.9,111.2,110.4,89.7,2016,-0.1,-0.45,-0.09,0.11
3905,Gyeongsangbuk-do,100.5,109.8,110.0,90.1,2017,-0.4,-1.26,-0.36,0.45
3914,Gyeongsangbuk-do,99.9,106.4,108.8,92.1,2017,-0.6,-3.1,-1.09,2.22
3915,Gyeongsangbuk-do,99.8,105.9,108.6,92.2,2017,-0.1,-0.47,-0.18,0.11
3916,Gyeongsangbuk-do,99.7,105.5,108.5,92.3,2017,-0.1,-0.38,-0.09,0.11
3906,Gyeongsangbuk-do,100.4,109.5,109.9,90.2,2017,0.7,3.79,1.29,-2.28
3907,Gyeongsangbuk-do,100.3,109.1,109.8,90.4,2017,-0.1,-0.37,-0.09,0.22
3908,Gyeongsangbuk-do,100.3,108.7,109.7,90.6,2017,0.0,-0.37,-0.09,0.22
3909,Gyeongsangbuk-do,100.2,108.3,109.5,90.9,2017,-0.1,-0.37,-0.18,0.33
3910,Gyeongsangbuk-do,100.2,108.0,109.4,91.1,2017,0.0,-0.28,-0.09,0.22
3911,Gyeongsangbuk-do,100.1,107.6,109.3,91.3,2017,-0.1,-0.37,-0.09,0.22
3912,Gyeongsangbuk-do,100.1,107.2,109.2,91.6,2017,0.0,-0.37,-0.09,0.33
3913,Gyeongsangbuk-do,100.1,106.9,109.0,91.8,2017,0.0,-0.28,-0.18,0.22
3917,Gyeongsangbuk-do,99.5,105.0,108.4,92.4,2018,-0.6,-1.78,-0.55,0.65
3926,Gyeongsangbuk-do,98.2,100.5,106.4,94.4,2018,-1.31,-4.29,-1.85,2.16
3927,Gyeongsangbuk-do,98.0,100.0,106.0,94.8,2018,-0.2,-0.5,-0.38,0.42
3928,Gyeongsangbuk-do,97.8,99.3,105.5,95.1,2018,-0.2,-0.7,-0.47,0.32
3918,Gyeongsangbuk-do,99.4,104.6,108.3,92.6,2018,1.64,5.34,2.65,-2.63
3919,Gyeongsangbuk-do,99.3,104.3,108.2,92.8,2018,-0.1,-0.29,-0.09,0.22
3920,Gyeongsangbuk-do,99.2,103.8,108.1,93.0,2018,-0.1,-0.48,-0.09,0.22
3921,Gyeongsangbuk-do,99.0,103.3,107.9,93.3,2018,-0.2,-0.48,-0.19,0.32
3922,Gyeongsangbuk-do,98.9,102.8,107.7,93.5,2018,-0.1,-0.48,-0.19,0.21
3923,Gyeongsangbuk-do,98.8,102.4,107.5,93.7,2018,-0.1,-0.39,-0.19,0.21
3924,Gyeongsangbuk-do,98.5,101.7,107.1,93.9,2018,-0.3,-0.68,-0.37,0.21
3925,Gyeongsangbuk-do,98.4,101.1,106.8,94.2,2018,-0.1,-0.59,-0.28,0.32
3929,Gyeongsangbuk-do,97.5,98.6,105.3,95.2,2019,-0.91,-2.47,-1.4,1.06
3938,Gyeongsangbuk-do,95.8,94.0,102.1,97.1,2019,-1.74,-4.67,-3.04,2.0
3939,Gyeongsangbuk-do,95.7,93.7,101.9,97.2,2019,-0.1,-0.32,-0.2,0.1
3940,Gyeongsangbuk-do,95.5,93.4,101.7,97.2,2019,-0.21,-0.32,-0.2,0.0
3930,Gyeongsangbuk-do,97.3,98.1,105.1,95.4,2019,1.88,5.03,3.34,-1.85
3931,Gyeongsangbuk-do,97.2,97.6,104.7,95.6,2019,-0.1,-0.51,-0.38,0.21
3932,Gyeongsangbuk-do,96.9,96.8,104.4,95.9,2019,-0.31,-0.82,-0.29,0.31
3933,Gyeongsangbuk-do,96.7,96.3,103.9,96.1,2019,-0.21,-0.52,-0.48,0.21
3934,Gyeongsangbuk-do,96.4,95.7,103.4,96.3,2019,-0.31,-0.62,-0.48,0.21
3935,Gyeongsangbuk-do,96.3,95.3,103.0,96.5,2019,-0.1,-0.42,-0.39,0.21
3936,Gyeongsangbuk-do,96.1,94.8,102.7,96.7,2019,-0.21,-0.52,-0.29,0.21
3937,Gyeongsangbuk-do,95.9,94.4,102.5,96.9,2019,-0.21,-0.42,-0.19,0.21
3941,Gyeongsangbuk-do,95.4,93.1,101.4,97.3,2020,-0.52,-1.38,-1.07,0.41
3950,Gyeongsangbuk-do,96.1,93.5,100.5,98.6,2020,0.73,0.43,-0.89,1.34
3951,Gyeongsangbuk-do,96.3,93.8,100.5,98.8,2020,0.21,0.32,0.0,0.2
3952,Gyeongsangbuk-do,96.8,94.7,100.4,98.9,2020,0.52,0.96,-0.1,0.1
3942,Gyeongsangbuk-do,95.4,92.9,101.3,97.6,2020,-1.45,-1.9,0.9,-1.31
3943,Gyeongsangbuk-do,95.4,92.8,101.1,97.7,2020,0.0,-0.11,-0.2,0.1
3944,Gyeongsangbuk-do,95.3,92.6,101.0,97.7,2020,-0.1,-0.22,-0.1,0.0
3945,Gyeongsangbuk-do,95.2,92.5,100.9,97.8,2020,-0.1,-0.11,-0.1,0.1
3946,Gyeongsangbuk-do,95.2,92.4,100.9,97.9,2020,0.0,-0.11,0.0,0.1
3947,Gyeongsangbuk-do,95.4,92.7,100.8,98.0,2020,0.21,0.32,-0.1,0.1
3948,Gyeongsangbuk-do,95.7,93.1,100.6,98.2,2020,0.31,0.43,-0.2,0.2
3949,Gyeongsangbuk-do,96.0,93.4,100.6,98.4,2020,0.31,0.32,0.0,0.2
3953,Gyeongsangbuk-do,97.5,95.8,100.3,99.1,2021,1.56,2.57,-0.3,0.71
3962,Gyeongsangbuk-do,101.8,102.9,100.8,100.7,2021,4.41,7.41,0.5,1.61
3963,Gyeongsangbuk-do,102.2,103.5,100.9,100.8,2021,0.39,0.58,0.1,0.1
3964,Gyeongsangbuk-do,102.5,104.0,101.1,101.0,2021,0.29,0.48,0.2,0.2
3954,Gyeongsangbuk-do,98.1,96.8,100.3,99.3,2021,-4.29,-6.92,-0.79,-1.68
3955,Gyeongsangbuk-do,98.5,97.5,100.1,99.5,2021,0.41,0.72,-0.2,0.2
3956,Gyeongsangbuk-do,98.9,98.2,100.0,99.7,2021,0.41,0.72,-0.1,0.2
3957,Gyeongsangbuk-do,99.4,99.0,99.9,99.9,2021,0.51,0.81,-0.1,0.2
3958,Gyeongsangbuk-do,100.0,100.0,100.0,100.0,2021,0.6,1.01,0.1,0.1
3959,Gyeongsangbuk-do,100.4,100.7,100.1,100.2,2021,0.4,0.7,0.1,0.2
3960,Gyeongsangbuk-do,100.9,101.5,100.2,100.4,2021,0.5,0.79,0.1,0.2
3961,Gyeongsangbuk-do,101.3,102.1,100.6,100.6,2021,0.4,0.59,0.4,0.2
3965,Gyeongsangbuk-do,102.7,104.3,101.3,101.1,2022,1.38,2.15,0.7,0.5
3974,Gyeongsangbuk-do,102.9,103.7,101.2,102.3,2022,0.19,-0.58,-0.1,1.19
3975,Gyeongsangbuk-do,102.5,102.7,101.2,102.3,2022,-0.39,-0.96,0.0,0.0
3976,Gyeongsangbuk-do,101.6,101.0,100.9,102.3,2022,-0.88,-1.66,-0.3,0.0
3966,Gyeongsangbuk-do,102.8,104.4,101.3,101.3,2022,1.18,3.37,0.4,-0.98
3967,Gyeongsangbuk-do,102.9,104.5,101.3,101.4,2022,0.1,0.1,0.0,0.1
3968,Gyeongsangbuk-do,103.1,104.6,101.3,101.6,2022,0.19,0.1,0.0,0.2
3969,Gyeongsangbuk-do,103.2,104.7,101.2,101.7,2022,0.1,0.1,-0.1,0.1
3970,Gyeongsangbuk-do,103.3,104.8,101.3,101.9,2022,0.1,0.1,0.1,0.2
3971,Gyeongsangbuk-do,103.3,104.7,101.3,102.0,2022,0.0,-0.1,0.0,0.1
3972,Gyeongsangbuk-do,103.3,104.5,101.3,102.1,2022,0.0,-0.19,0.0,0.1
3973,Gyeongsangbuk-do,103.2,104.2,101.3,102.2,2022,-0.1,-0.29,0.0,0.1
3977,Gyeongsangbuk-do,101.1,100.1,100.8,102.2,2023,-2.03,-3.93,-0.49,0.0
3986,Gyeongsangbuk-do,100.5,99.0,100.4,102.4,2023,-0.59,-1.1,-0.4,0.2
3987,Gyeongsangbuk-do,100.6,99.0,100.0,102.5,2023,0.1,0.0,-0.4,0.1
3988,Gyeongsangbuk-do,100.6,99.0,99.9,102.6,2023,0.0,0.0,-0.1,0.1
3978,Gyeongsangbuk-do,100.6,99.3,100.7,102.1,2023,0.0,0.3,0.8,-0.49
3979,Gyeongsangbuk-do,100.3,98.8,100.7,102.1,2023,-0.3,-0.5,0.0,0.0
3980,Gyeongsangbuk-do,100.1,98.4,100.6,102.1,2023,-0.2,-0.4,-0.1,0.0
3981,Gyeongsangbuk-do,100.0,98.2,100.5,102.1,2023,-0.1,-0.2,-0.1,0.0
3982,Gyeongsangbuk-do,100.0,98.2,100.4,102.1,2023,0.0,0.0,-0.1,0.0
3983,Gyeongsangbuk-do,99.9,98.1,100.4,102.1,2023,-0.1,-0.1,0.0,0.0
3984,Gyeongsangbuk-do,100.1,98.4,100.4,102.2,2023,0.2,0.31,0.0,0.1
3985,Gyeongsangbuk-do,100.3,98.7,100.4,102.3,2023,0.2,0.3,0.0,0.1
3989,Gyeongsangbuk-do,100.6,98.9,99.9,102.7,2024,0.3,0.2,-0.5,0.39
3998,Gyeongsangbuk-do,100.6,98.4,100.1,103.5,2024,0.0,-0.51,0.2,0.78
3999,Gyeongsangbuk-do,100.5,98.3,100.1,103.6,2024,-0.1,-0.1,0.0,0.1
4000,Gyeongsangbuk-do,100.4,98.0,99.9,103.7,2024,-0.1,-0.31,-0.2,0.1
3990,Gyeongsangbuk-do,100.6,98.8,100.0,102.8,2024,0.2,0.82,0.1,-0.87
3991,Gyeongsangbuk-do,100.6,98.8,100.0,102.9,2024,0.0,0.0,0.0,0.1
3992,Gyeongsangbuk-do,100.7,98.9,100.1,103.0,2024,0.1,0.1,0.1,0.1
3993,Gyeongsangbuk-do,100.8,99.0,100.1,103.1,2024,0.1,0.1,0.0,0.1
3994,Gyeongsangbuk-do,100.7,98.8,100.1,103.3,2024,-0.1,-0.2,0.0,0.19
3995,Gyeongsangbuk-do,100.6,98.6,100.0,103.3,2024,-0.1,-0.2,-0.1,0.0
3996,Gyeongsangbuk-do,100.6,98.6,100.1,103.4,2024,0.0,0.0,0.1,0.1
3997,Gyeongsangbuk-do,100.6,98.5,100.2,103.5,2024,0.0,-0.1,0.1,0.1
4001,Gyeongsangbuk-do,100.3,97.9,99.8,103.7,2025,-0.3,-0.61,-0.4,0.19
4002,Gyeongsangbuk-do,100.2,97.6,99.8,103.8,2025,-0.1,-0.31,0.0,0.1
4003,Gyeongsangbuk-do,100.1,97.4,99.8,103.9,2025,-0.1,-0.2,0.0,0.1
4004,Gyeongsangnam-do,70.2,65.0,100.9,82.5,2003,,,,
4005,Gyeongsangnam-do,69.9,64.7,99.6,82.2,2003,-0.43,-0.46,-1.29,-0.36
4006,Gyeongsangnam-do,69.7,64.6,98.9,81.8,2004,-0.29,-0.15,-0.7,-0.49
4015,Gyeongsangnam-do,70.3,66.2,95.1,79.6,2004,0.86,2.48,-3.84,-2.69
4016,Gyeongsangnam-do,70.2,66.1,94.4,79.5,2004,-0.14,-0.15,-0.74,-0.13
4017,Gyeongsangnam-do,69.9,66.0,93.4,78.8,2004,-0.43,-0.15,-1.06,-0.88
4007,Gyeongsangnam-do,69.9,64.8,98.1,81.7,2004,0.0,-1.82,5.03,3.68
4008,Gyeongsangnam-do,70.1,65.1,97.7,81.7,2004,0.29,0.46,-0.41,0.0
4009,Gyeongsangnam-do,70.2,65.5,97.8,81.0,2004,0.14,0.61,0.1,-0.86
4010,Gyeongsangnam-do,70.4,65.7,98.3,80.9,2004,0.28,0.31,0.51,-0.12
4011,Gyeongsangnam-do,70.4,65.9,97.9,80.6,2004,0.0,0.3,-0.41,-0.37
4012,Gyeongsangnam-do,70.4,66.0,97.1,80.2,2004,0.0,0.15,-0.82,-0.5
4013,Gyeongsangnam-do,70.3,66.0,96.6,80.0,2004,-0.14,0.0,-0.51,-0.25
4014,Gyeongsangnam-do,70.4,66.2,95.7,79.8,2004,0.14,0.3,-0.93,-0.25
4018,Gyeongsangnam-do,69.8,66.0,93.2,78.8,2005,-0.85,-0.3,-2.61,-1.25
4027,Gyeongsangnam-do,71.5,68.9,91.7,77.6,2005,2.44,4.39,-1.61,-1.52
4028,Gyeongsangnam-do,71.5,68.8,92.1,77.4,2005,0.0,-0.15,0.44,-0.26
4029,Gyeongsangnam-do,71.5,68.9,91.8,77.5,2005,0.0,0.15,-0.33,0.13
4019,Gyeongsangnam-do,69.9,66.1,93.2,78.7,2005,-2.24,-4.06,1.53,1.55
4020,Gyeongsangnam-do,70.2,66.5,93.3,78.5,2005,0.43,0.61,0.11,-0.25
4021,Gyeongsangnam-do,70.4,67.0,92.5,78.5,2005,0.28,0.75,-0.86,0.0
4022,Gyeongsangnam-do,70.8,67.5,92.2,78.4,2005,0.57,0.75,-0.32,-0.13
