"Type","Region","PERIOD","Sales Price Index",
"Apartments","Non-SeoulMetropolitanArea","2023.11 Month","93.9869628",
"Apartments","Non-SeoulMetropolitanArea","2023.12 Month","93.87737307",
"Apartments","Non-SeoulMetropolitanArea","2024.01 Month","93.72607762",
"Apartments","Non-SeoulMetropolitanArea","2024.02 Month","93.52519863",
"Apartments","Non-SeoulMetropolitanArea","2024.03 Month","93.33675238",
"Apartments","Non-SeoulMetropolitanArea","2024.04 Month","93.20261195",
"Apartments","Non-SeoulMetropolitanArea","2024.05 Month","93.11361475",
"Apartments","Non-SeoulMetropolitanArea","2024.06 Month","92.95910928",
"Apartments","Non-SeoulMetropolitanArea","2024.07 Month","92.82475093",
"Apartments","Non-SeoulMetropolitanArea","2024.08 Month","92.75713157",
"Apartments","Non-SeoulMetropolitanArea","2024.09 Month","92.70418314",
"Apartments","Non-SeoulMetropolitanArea","2024.10 Month","92.61639731",
"Apartments","Non-SeoulMetropolitanArea","2024.11 Month","92.50244971",
"Apartments","Non-SeoulMetropolitanArea","2024.12 Month","92.31274699",
"Apartments","Non-SeoulMetropolitanArea","2025.01 Month","92.12026821",
"Apartments","Non-SeoulMetropolitanArea","2025.02 Month","91.97946691",
"Apartments","Non-SeoulMetropolitanArea","2025.03 Month","91.81301736",
"Apartments","6MetropolitanCities","2020.12 Month","92.16974597",
"Apartments","6MetropolitanCities","2021.01 Month","93.52235821",
"Apartments","6MetropolitanCities","2021.02 Month","94.83833377",
"Apartments","6MetropolitanCities","2021.03 Month","95.99501107",
"Apartments","6MetropolitanCities","2021.04 Month","97.07296622",
"Apartments","6MetropolitanCities","2021.05 Month","98.19269065",
"Apartments","6MetropolitanCities","2021.06 Month","100",
"Apartments","6MetropolitanCities","2021.07 Month","101.0944837",
"Apartments","6MetropolitanCities","2021.08 Month","102.2571713",
"Apartments","6MetropolitanCities","2021.09 Month","103.2788433",
"Apartments","6MetropolitanCities","2021.10 Month","104.377809",
"Apartments","6MetropolitanCities","2021.11 Month","105.1137533",
"Apartments","6MetropolitanCities","2021.12 Month","105.3886411",
"Apartments","6MetropolitanCities","2022.01 Month","105.4073279",
"Apartments","6MetropolitanCities","2022.02 Month","105.3187737",
"Apartments","6MetropolitanCities","2022.03 Month","105.157216",
"Apartments","6MetropolitanCities","2022.04 Month","105.0451965",
"Apartments","6MetropolitanCities","2022.05 Month","104.8426748",
"Apartments","6MetropolitanCities","2022.06 Month","104.6118846",
"Apartments","6MetropolitanCities","2022.07 Month","104.3177314",
"Apartments","6MetropolitanCities","2022.08 Month","103.6368436",
"Apartments","6MetropolitanCities","2022.09 Month","102.6242571",
"Apartments","6MetropolitanCities","2022.10 Month","101.243926",
"Apartments","6MetropolitanCities","2022.11 Month","98.91317313",
"Apartments","6MetropolitanCities","2022.12 Month","95.83601356",
"Apartments","6MetropolitanCities","2023.01 Month","93.68182512",
"Apartments","6MetropolitanCities","2023.02 Month","92.00918456",
"Apartments","6MetropolitanCities","2023.03 Month","90.75510413",
"Apartments","6MetropolitanCities","2023.04 Month","90.0397296",
"Apartments","6MetropolitanCities","2023.05 Month","89.70468949",
"Apartments","6MetropolitanCities","2023.06 Month","89.56235621",
"Apartments","6MetropolitanCities","2023.07 Month","89.47271744",
"Apartments","6MetropolitanCities","2023.08 Month","89.54374295",
"Apartments","6MetropolitanCities","2023.09 Month","89.69007717",
"Apartments","6MetropolitanCities","2023.10 Month","89.7835262",
"Apartments","6MetropolitanCities","2023.11 Month","89.70828509",
"Apartments","6MetropolitanCities","2023.12 Month","89.52294565",
"Apartments","6MetropolitanCities","2024.01 Month","89.34307484",
"Apartments","6MetropolitanCities","2024.02 Month","89.11440023",
"Apartments","6MetropolitanCities","2024.03 Month","88.91388428",
"Apartments","6MetropolitanCities","2024.04 Month","88.79580449",
"Apartments","6MetropolitanCities","2024.05 Month","88.7137963",
"Apartments","6MetropolitanCities","2024.06 Month","88.5702014",
"Apartments","6MetropolitanCities","2024.07 Month","88.47711512",
"Apartments","6MetropolitanCities","2024.08 Month","88.48943773",
"Apartments","6MetropolitanCities","2024.09 Month","88.48456191",
"Apartments","6MetropolitanCities","2024.10 Month","88.39381624",
"Apartments","6MetropolitanCities","2024.11 Month","88.26524929",
"Apartments","6MetropolitanCities","2024.12 Month","88.03238105",
"Apartments","6MetropolitanCities","2025.01 Month","87.79294714",
"Apartments","6MetropolitanCities","2025.02 Month","87.61010705",
"Apartments","6MetropolitanCities","2025.03 Month","87.39769861",
"Apartments","5MetropolitanCities","2020.12 Month","93.25444453",
"Apartments","5MetropolitanCities","2021.01 Month","94.71775301",
"Apartments","5MetropolitanCities","2021.02 Month","95.95874538",
"Apartments","5MetropolitanCities","2021.03 Month","96.9117272",
"Apartments","5MetropolitanCities","2021.04 Month","97.70609746",
"Apartments","5MetropolitanCities","2021.05 Month","98.56470411",
"Apartments","5MetropolitanCities","2021.06 Month","100",
"Apartments","5MetropolitanCities","2021.07 Month","100.8497765",
"Apartments","5MetropolitanCities","2021.08 Month","101.7910465",
"Apartments","5MetropolitanCities","2021.09 Month","102.5779003",
"Apartments","5MetropolitanCities","2021.10 Month","103.4421512",
"Apartments","5MetropolitanCities","2021.11 Month","104.0381166",
"Apartments","5MetropolitanCities","2021.12 Month","104.2384684",
"Apartments","5MetropolitanCities","2022.01 Month","104.2396696",
"Apartments","5MetropolitanCities","2022.02 Month","104.1422725",
"Apartments","5MetropolitanCities","2022.03 Month","103.9719651",
"Apartments","5MetropolitanCities","2022.04 Month","103.8451696",
"Apartments","5MetropolitanCities","2022.05 Month","103.6544084",
"Apartments","5MetropolitanCities","2022.06 Month","103.4359065",
"Apartments","5MetropolitanCities","2022.07 Month","103.1700907",
"Apartments","5MetropolitanCities","2022.08 Month","102.580152",
"Apartments","5MetropolitanCities","2022.09 Month","101.6599211",
"Apartments","5MetropolitanCities","2022.10 Month","100.4537961",
"Apartments","5MetropolitanCities","2022.11 Month","98.42830036",
"Apartments","5MetropolitanCities","2022.12 Month","95.76984009",
"Apartments","5MetropolitanCities","2023.01 Month","93.75661878",
"Apartments","5MetropolitanCities","2023.02 Month","92.05272491",
"Apartments","5MetropolitanCities","2023.03 Month","90.73911508",
"Apartments","5MetropolitanCities","2023.04 Month","89.90498437",
"Apartments","5MetropolitanCities","2023.05 Month","89.47123328",
"Apartments","5MetropolitanCities","2023.06 Month","89.24969548",
"Apartments","5MetropolitanCities","2023.07 Month","89.0759476",
"Apartments","5MetropolitanCities","2023.08 Month","89.08663247",
"Apartments","5MetropolitanCities","2023.09 Month","89.1940098",
"Apartments","5MetropolitanCities","2023.10 Month","89.26268653",
"Apartments","5MetropolitanCities","2023.11 Month","89.20850185",
"Apartments","5MetropolitanCities","2023.12 Month","89.03487854",
"Apartments","5MetropolitanCities","2024.01 Month","88.83982062",
"Apartments","5MetropolitanCities","2024.02 Month","88.58248597",
"Apartments","5MetropolitanCities","2024.03 Month","88.33950527",
"Apartments","5MetropolitanCities","2024.04 Month","88.17794584",
"Apartments","5MetropolitanCities","2024.05 Month","88.02648882",
"Apartments","5MetropolitanCities","2024.06 Month","87.78053881",
"Apartments","5MetropolitanCities","2024.07 Month","87.57056756",
"Apartments","5MetropolitanCities","2024.08 Month","87.42004881",
"Apartments","5MetropolitanCities","2024.09 Month","87.32496134",
"Apartments","5MetropolitanCities","2024.10 Month","87.16492885",
"Apartments","5MetropolitanCities","2024.11 Month","87.00489934",
"Apartments","5MetropolitanCities","2024.12 Month","86.78776592",
"Apartments","5MetropolitanCities","2025.01 Month","86.55816767",
"Apartments","5MetropolitanCities","2025.02 Month","86.37738649",
"Apartments","5MetropolitanCities","2025.03 Month","86.16298529",
"Apartments","9Provinces","2020.12 Month","92.51707637",
"Apartments","9Provinces","2021.01 Month","93.61618283",
"Apartments","9Provinces","2021.02 Month","94.97827947",
"Apartments","9Provinces","2021.03 Month","96.07454077",
"Apartments","9Provinces","2021.04 Month","97.16219452",
"Apartments","9Provinces","2021.05 Month","98.17092977",
"Apartments","9Provinces","2021.06 Month","100",
"Apartments","9Provinces","2021.07 Month","101.3996948",
"Apartments","9Provinces","2021.08 Month","103.0132188",
"Apartments","9Provinces","2021.09 Month","104.4480506",
"Apartments","9Provinces","2021.10 Month","105.8785698",
"Apartments","9Provinces","2021.11 Month","106.8679607",
"Apartments","9Provinces","2021.12 Month","107.3263486",
"Apartments","9Provinces","2022.01 Month","107.4812131",
"Apartments","9Provinces","2022.02 Month","107.5248553",
"Apartments","9Provinces","2022.03 Month","107.5393224",
"Apartments","9Provinces","2022.04 Month","107.605596",
"Apartments","9Provinces","2022.05 Month","107.6300285",
"Apartments","9Provinces","2022.06 Month","107.5892201",
"Apartments","9Provinces","2022.07 Month","107.4422519",
"Apartments","9Provinces","2022.08 Month","106.9725707",
"Apartments","9Provinces","2022.09 Month","106.2502873",
"Apartments","9Provinces","2022.10 Month","105.0701113",
"Apartments","9Provinces","2022.11 Month","103.1333945",
"Apartments","9Provinces","2022.12 Month","100.2997577",
"Apartments","9Provinces","2023.01 Month","98.19581748",
"Apartments","9Provinces","2023.02 Month","96.58422838",
"Apartments","9Provinces","2023.03 Month","95.5515921",
"Apartments","9Provinces","2023.04 Month","94.95093458",
"Apartments","9Provinces","2023.05 Month","94.72165487",
"Apartments","9Provinces","2023.06 Month","94.66981483",
"Apartments","9Provinces","2023.07 Month","94.74319156",
"Apartments","9Provinces","2023.08 Month","94.97362003",
"Apartments","9Provinces","2023.09 Month","95.36476958",
"Apartments","9Provinces","2023.10 Month","95.68527687",
"Apartments","9Provinces","2023.11 Month","95.76655303",
"Apartments","9Provinces","2023.12 Month","95.65122446",
"Apartments","9Provinces","2024.01 Month","95.45527435",
"Apartments","9Provinces","2024.02 Month","95.27186256",
"Apartments","9Provinces","2024.03 Month","95.10311003",
"Apartments","9Provinces","2024.04 Month","95.02276802",
"Apartments","9Provinces","2024.05 Month","94.99043079",
"Apartments","9Provinces","2024.06 Month","94.99963584",
"Apartments","9Provinces","2024.07 Month","95.1101131",
"Apartments","9Provinces","2024.08 Month","95.34000871",
"Apartments","9Provinces","2024.09 Month","95.53536757",
"Apartments","9Provinces","2024.10 Month","95.62032496",
"Apartments","9Provinces","2024.11 Month","95.6276732",
"Apartments","9Provinces","2024.12 Month","95.54298993",
"Apartments","9Provinces","2025.01 Month","95.41341586",
"Apartments","9Provinces","2025.02 Month","95.30117001",
"Apartments","9Provinces","2025.03 Month","95.22663708",
"Apartments","8Provinces","2020.12 Month","95.69042298",
"Apartments","8Provinces","2021.01 Month","96.4968578",
"Apartments","8Provinces","2021.02 Month","97.11197338",
"Apartments","8Provinces","2021.03 Month","97.65287886",
"Apartments","8Provinces","2021.04 Month","98.28878329",
"Apartments","8Provinces","2021.05 Month","98.95639988",
"Apartments","8Provinces","2021.06 Month","100",
"Apartments","8Provinces","2021.07 Month","100.7999856",
"Apartments","8Provinces","2021.08 Month","101.7845132",
"Apartments","8Provinces","2021.09 Month","102.7203303",
"Apartments","8Provinces","2021.10 Month","103.8309602",
"Apartments","8Provinces","2021.11 Month","104.7560153",
"Apartments","8Provinces","2021.12 Month","105.2708608",
"Apartments","8Provinces","2022.01 Month","105.558172",
"Apartments","8Provinces","2022.02 Month","105.7312403",
"Apartments","8Provinces","2022.03 Month","105.9133467",
"Apartments","8Provinces","2022.04 Month","106.1040568",
"Apartments","8Provinces","2022.05 Month","106.2673223",
"Apartments","8Provinces","2022.06 Month","106.3534976",
"Apartments","8Provinces","2022.07 Month","106.3611946",
"Apartments","8Provinces","2022.08 Month","106.1738675",
"Apartments","8Provinces","2022.09 Month","105.8327858",
"Apartments","8Provinces","2022.10 Month","105.1498627",
"Apartments","8Provinces","2022.11 Month","103.9210513",
"Apartments","8Provinces","2022.12 Month","102.1550675",
"Apartments","8Provinces","2023.01 Month","100.895299",
"Apartments","8Provinces","2023.02 Month","99.98162464",
"Apartments","8Provinces","2023.03 Month","99.31144706",
"Apartments","8Provinces","2023.04 Month","98.84518923",
"Apartments","8Provinces","2023.05 Month","98.55891925",
"Apartments","8Provinces","2023.06 Month","98.40969909",
"Apartments","8Provinces","2023.07 Month","98.31538686",
"Apartments","8Provinces","2023.08 Month","98.35973684",
"Apartments","8Provinces","2023.09 Month","98.50437755",
"Apartments","8Provinces","2023.10 Month","98.6478585",
"Apartments","8Provinces","2023.11 Month","98.71387625",
"Apartments","8Provinces","2023.12 Month","98.66766456",
"Apartments","8Provinces","2024.01 Month","98.56343304",
"Apartments","8Provinces","2024.02 Month","98.44516815",
"Apartments","8Provinces","2024.03 Month","98.34276226",
"Apartments","8Provinces","2024.04 Month","98.26376163",
"Apartments","8Provinces","2024.05 Month","98.26354632",
"Apartments","8Provinces","2024.06 Month","98.1984761",
"Apartments","8Provinces","2024.07 Month","98.14621999",
"Apartments","8Provinces","2024.08 Month","98.15852504",
"Apartments","8Provinces","2024.09 Month","98.14819306",
"Apartments","8Provinces","2024.10 Month","98.13032907",
"Apartments","8Provinces","2024.11 Month","98.06511225",
"Apartments","8Provinces","2024.12 Month","97.90075218",
"Apartments","8Provinces","2025.01 Month","97.74588773",
"Apartments","8Provinces","2025.02 Month","97.64718975",
"Apartments","8Provinces","2025.03 Month","97.53036737",
"Apartments","Seoul","2020.12 Month","96.62563092",
"Apartments","Seoul","2021.01 Month","97.00963362",
"Apartments","Seoul","2021.02 Month","97.65759497",
"Apartments","Seoul","2021.03 Month","98.1348803",
"Apartments","Seoul","2021.04 Month","98.55717104",
"Apartments","Seoul","2021.05 Month","99.03033018",
"Apartments","Seoul","2021.06 Month","100",
"Apartments","Seoul","2021.07 Month","100.8116664",
"Apartments","Seoul","2021.08 Month","101.7399709",
"Apartments","Seoul","2021.09 Month","102.657125",
"Apartments","Seoul","2021.10 Month","103.5049153",
"Apartments","Seoul","2021.11 Month","104.1219087",
"Apartments","Seoul","2021.12 Month","104.3771723",
"Apartments","Seoul","2022.01 Month","104.3822122",
"Apartments","Seoul","2022.02 Month","104.2966941",
"Apartments","Seoul","2022.03 Month","104.2231777",
"Apartments","Seoul","2022.04 Month","104.2129401",
"Apartments","Seoul","2022.05 Month","104.2007588",
"Apartments","Seoul","2022.06 Month","104.118362",
"Apartments","Seoul","2022.07 Month","103.8852642",
"Apartments","Seoul","2022.08 Month","103.4149891",
"Apartments","Seoul","2022.09 Month","102.6361153",
"Apartments","Seoul","2022.10 Month","101.3644789",
"Apartments","Seoul","2022.11 Month","99.27335118",
"Apartments","Seoul","2022.12 Month","96.33556924",
"Apartments","Seoul","2023.01 Month","94.62227894",
"Apartments","Seoul","2023.02 Month","93.59884496",
"Apartments","Seoul","2023.03 Month","92.92602618",
"Apartments","Seoul","2023.04 Month","92.56659236",
"Apartments","Seoul","2023.05 Month","92.57734618",
"Apartments","Seoul","2023.06 Month","92.73080987",
"Apartments","Seoul","2023.07 Month","92.97905912",
"Apartments","Seoul","2023.08 Month","93.42697475",
"Apartments","Seoul","2023.09 Month","93.89197668",
"Apartments","Seoul","2023.10 Month","94.23303568",
"Apartments","Seoul","2023.11 Month","94.3582854",
"Apartments","Seoul","2023.12 Month","94.23981454",
"Apartments","Seoul","2024.01 Month","94.07696788",
"Apartments","Seoul","2024.02 Month","93.94540141",
"Apartments","Seoul","2024.03 Month","93.92891827",
"Apartments","Seoul","2024.04 Month","94.04750447",
"Apartments","Seoul","2024.05 Month","94.2346928",
"Apartments","Seoul","2024.06 Month","94.75916329",
"Apartments","Seoul","2024.07 Month","95.88960913",
"Apartments","Seoul","2024.08 Month","97.11085633",
"Apartments","Seoul","2024.09 Month","97.88281573",
"Apartments","Seoul","2024.10 Month","98.30502871",
"Apartments","Seoul","2024.11 Month","98.55630288",
"Apartments","Seoul","2024.12 Month","98.64456069",
"Apartments","Seoul","2025.01 Month","98.65915871",
"Apartments","Seoul","2025.02 Month","98.89938162",
"Apartments","Seoul","2025.03 Month","99.68748881",
"Apartments","NorthernSeoul","2020.12 Month","96.82106638",
"Apartments","NorthernSeoul","2021.01 Month","97.16425257",
"Apartments","NorthernSeoul","2021.02 Month","97.85966851",
"Apartments","NorthernSeoul","2021.03 Month","98.31721864",
"Apartments","NorthernSeoul","2021.04 Month","98.71380735",
"Apartments","NorthernSeoul","2021.05 Month","99.13118674",
"Apartments","NorthernSeoul","2021.06 Month","100",
"Apartments","NorthernSeoul","2021.07 Month","100.8254588",
"Apartments","NorthernSeoul","2021.08 Month","101.7690672",
"Apartments","NorthernSeoul","2021.09 Month","102.5596099",
"Apartments","NorthernSeoul","2021.10 Month","103.3330311",
"Apartments","NorthernSeoul","2021.11 Month","103.8869896",
"Apartments","NorthernSeoul","2021.12 Month","104.0603755",
"Apartments","NorthernSeoul","2022.01 Month","104.0172682",
"Apartments","NorthernSeoul","2022.02 Month","103.8978138",
"Apartments","NorthernSeoul","2022.03 Month","103.787634",
"Apartments","NorthernSeoul","2022.04 Month","103.7389218",
"Apartments","NorthernSeoul","2022.05 Month","103.6800322",
"Apartments","NorthernSeoul","2022.06 Month","103.5526992",
"Apartments","NorthernSeoul","2022.07 Month","103.1747203",
"Apartments","NorthernSeoul","2022.08 Month","102.4858523",
"Apartments","NorthernSeoul","2022.09 Month","101.5432965",
"Apartments","NorthernSeoul","2022.10 Month","100.2087393",
"Apartments","NorthernSeoul","2022.11 Month","97.86960598",
"Apartments","NorthernSeoul","2022.12 Month","94.27106936",
"Apartments","NorthernSeoul","2023.01 Month","92.3761056",
"Apartments","NorthernSeoul","2023.02 Month","91.44816514",
"Apartments","NorthernSeoul","2023.03 Month","90.69141542",
"Apartments","NorthernSeoul","2023.04 Month","90.23855844",
"Apartments","NorthernSeoul","2023.05 Month","90.11315774",
"Apartments","NorthernSeoul","2023.06 Month","90.11040336",
"Apartments","NorthernSeoul","2023.07 Month","90.28185653",
"Apartments","NorthernSeoul","2023.08 Month","90.64304297",
"Apartments","NorthernSeoul","2023.09 Month","91.04746212",
"Apartments","NorthernSeoul","2023.10 Month","91.33096469",
"Apartments","NorthernSeoul","2023.11 Month","91.43799259",
"Apartments","NorthernSeoul","2023.12 Month","91.33277043",
"Apartments","NorthernSeoul","2024.01 Month","91.18900526",
"Apartments","NorthernSeoul","2024.02 Month","91.03329422",
"Apartments","NorthernSeoul","2024.03 Month","90.99826062",
"Apartments","NorthernSeoul","2024.04 Month","91.07652094",
"Apartments","NorthernSeoul","2024.05 Month","91.22337624",
"Apartments","NorthernSeoul","2024.06 Month","91.7040166",
"Apartments","NorthernSeoul","2024.07 Month","92.6107601",
"Apartments","NorthernSeoul","2024.08 Month","93.59293123",
"Apartments","NorthernSeoul","2024.09 Month","94.26672122",
"Apartments","NorthernSeoul","2024.10 Month","94.65831395",
"Apartments","NorthernSeoul","2024.11 Month","94.87378486",
"Apartments","NorthernSeoul","2024.12 Month","94.92404161",
"Apartments","NorthernSeoul","2025.01 Month","94.89594825",
"Apartments","NorthernSeoul","2025.02 Month","94.89623347",
"Apartments","NorthernSeoul","2025.03 Month","95.16704752",
"Apartments","Dosim-kwon","2020.12 Month","98.1697496",
"Apartments","Dosim-kwon","2021.01 Month","98.44011532",
"Apartments","Dosim-kwon","2021.02 Month","98.95344602",
"Apartments","Dosim-kwon","2021.03 Month","99.19248179",
"Apartments","Dosim-kwon","2021.04 Month","99.38769989",
"Apartments","Dosim-kwon","2021.05 Month","99.5827246",
"Apartments","Dosim-kwon","2021.06 Month","100",
"Apartments","Dosim-kwon","2021.07 Month","100.5089204",
"Apartments","Dosim-kwon","2021.08 Month","101.3367604",
"Apartments","Dosim-kwon","2021.09 Month","102.1500031",
"Apartments","Dosim-kwon","2021.10 Month","103.247654",
"Apartments","Dosim-kwon","2021.11 Month","104.1963368",
"Apartments","Dosim-kwon","2021.12 Month","104.5195901",
"Apartments","Dosim-kwon","2022.01 Month","104.5636689",
"Apartments","Dosim-kwon","2022.02 Month","104.4655558",
"Apartments","Dosim-kwon","2022.03 Month","104.3771182",
"Apartments","Dosim-kwon","2022.04 Month","104.4124024",
"Apartments","Dosim-kwon","2022.05 Month","104.4785039",
"Apartments","Dosim-kwon","2022.06 Month","104.41673",
"Apartments","Dosim-kwon","2022.07 Month","104.2000668",
"Apartments","Dosim-kwon","2022.08 Month","103.7524005",
"Apartments","Dosim-kwon","2022.09 Month","102.9953445",
"Apartments","Dosim-kwon","2022.10 Month","101.9782981",
"Apartments","Dosim-kwon","2022.11 Month","100.3063718",
"Apartments","Dosim-kwon","2022.12 Month","97.44949079",
"Apartments","Dosim-kwon","2023.01 Month","95.60504841",
"Apartments","Dosim-kwon","2023.02 Month","94.69960177",
"Apartments","Dosim-kwon","2023.03 Month","93.97434685",
"Apartments","Dosim-kwon","2023.04 Month","93.63627624",
"Apartments","Dosim-kwon","2023.05 Month","93.63876218",
"Apartments","Dosim-kwon","2023.06 Month","93.63412849",
"Apartments","Dosim-kwon","2023.07 Month","93.82420237",
"Apartments","Dosim-kwon","2023.08 Month","94.28300204",
"Apartments","Dosim-kwon","2023.09 Month","94.87692401",
"Apartments","Dosim-kwon","2023.10 Month","95.33935262",
"Apartments","Dosim-kwon","2023.11 Month","95.56358446",
"Apartments","Dosim-kwon","2023.12 Month","95.5239323",
"Apartments","Dosim-kwon","2024.01 Month","95.44873022",
"Apartments","Dosim-kwon","2024.02 Month","95.37110607",
"Apartments","Dosim-kwon","2024.03 Month","95.41023518",
"Apartments","Dosim-kwon","2024.04 Month","95.58479997",
"Apartments","Dosim-kwon","2024.05 Month","95.87591407",
"Apartments","Dosim-kwon","2024.06 Month","96.57583026",
"Apartments","Dosim-kwon","2024.07 Month","97.80509557",
"Apartments","Dosim-kwon","2024.08 Month","98.95816667",
"Apartments","Dosim-kwon","2024.09 Month","99.73834936",
"Apartments","Dosim-kwon","2024.10 Month","100.3026437",
"Apartments","Dosim-kwon","2024.11 Month","100.6973341",
"Apartments","Dosim-kwon","2024.12 Month","100.8614824",
"Apartments","Dosim-kwon","2025.01 Month","100.9458907",
"Apartments","Dosim-kwon","2025.02 Month","101.0486412",
"Apartments","Dosim-kwon","2025.03 Month","101.6099912",
"Apartments","Jongno-gu","2020.12 Month","98.9920029",
"Apartments","Jongno-gu","2021.01 Month","99.18097768",
"Apartments","Jongno-gu","2021.02 Month","99.52943317",
"Apartments","Jongno-gu","2021.03 Month","99.64559778",
"Apartments","Jongno-gu","2021.04 Month","99.76841473",
"Apartments","Jongno-gu","2021.05 Month","99.83437521",
"Apartments","Jongno-gu","2021.06 Month","100",
"Apartments","Jongno-gu","2021.07 Month","100.3898272",
"Apartments","Jongno-gu","2021.08 Month","101.1816447",
"Apartments","Jongno-gu","2021.09 Month","101.8471024",
"Apartments","Jongno-gu","2021.10 Month","102.7563822",
"Apartments","Jongno-gu","2021.11 Month","103.4865674",
"Apartments","Jongno-gu","2021.12 Month","103.6528272",
"Apartments","Jongno-gu","2022.01 Month","103.622889",
"Apartments","Jongno-gu","2022.02 Month","103.3777448",
"Apartments","Jongno-gu","2022.03 Month","103.2267129",
"Apartments","Jongno-gu","2022.04 Month","103.1755925",
"Apartments","Jongno-gu","2022.05 Month","103.1461028",
"Apartments","Jongno-gu","2022.06 Month","103.010153",
"Apartments","Jongno-gu","2022.07 Month","102.6184183",
"Apartments","Jongno-gu","2022.08 Month","101.8450947",
"Apartments","Jongno-gu","2022.09 Month","100.7594131",
"Apartments","Jongno-gu","2022.10 Month","99.58180241",
"Apartments","Jongno-gu","2022.11 Month","98.15503696",
"Apartments","Jongno-gu","2022.12 Month","95.95429456",
"Apartments","Jongno-gu","2023.01 Month","94.15869694",
"Apartments","Jongno-gu","2023.02 Month","93.28595194",
"Apartments","Jongno-gu","2023.03 Month","92.59947097",
"Apartments","Jongno-gu","2023.04 Month","92.21600786",
"Apartments","Jongno-gu","2023.05 Month","92.00338573",
"Apartments","Jongno-gu","2023.06 Month","91.97365403",
"Apartments","Jongno-gu","2023.07 Month","92.05260771",
"Apartments","Jongno-gu","2023.08 Month","92.23879133",
"Apartments","Jongno-gu","2023.09 Month","92.67350823",
"Apartments","Jongno-gu","2023.10 Month","93.02529161",
"Apartments","Jongno-gu","2023.11 Month","93.1317224",
"Apartments","Jongno-gu","2023.12 Month","93.05091816",
"Apartments","Jongno-gu","2024.01 Month","92.95856045",
"Apartments","Jongno-gu","2024.02 Month","92.90018931",
"Apartments","Jongno-gu","2024.03 Month","92.91611873",
"Apartments","Jongno-gu","2024.04 Month","92.93448486",
"Apartments","Jongno-gu","2024.05 Month","93.11573294",
"Apartments","Jongno-gu","2024.06 Month","93.61518811",
"Apartments","Jongno-gu","2024.07 Month","94.6057747",
"Apartments","Jongno-gu","2024.08 Month","95.39015337",
"Apartments","Jongno-gu","2024.09 Month","95.87764838",
"Apartments","Jongno-gu","2024.10 Month","96.23027112",
"Apartments","Jongno-gu","2024.11 Month","96.58403383",
"Apartments","Jongno-gu","2024.12 Month","96.72989181",
"Apartments","Jongno-gu","2025.01 Month","96.68974279",
"Apartments","Jongno-gu","2025.02 Month","96.7411765",
"Apartments","Jongno-gu","2025.03 Month","96.96738914",
"Apartments","Jung-gu","2020.12 Month","98.1281369",
"Apartments","Jung-gu","2021.01 Month","98.37853005",
"Apartments","Jung-gu","2021.02 Month","98.96348984",
"Apartments","Jung-gu","2021.03 Month","99.20973677",
"Apartments","Jung-gu","2021.04 Month","99.37558578",
"Apartments","Jung-gu","2021.05 Month","99.50566786",
"Apartments","Jung-gu","2021.06 Month","100",
"Apartments","Jung-gu","2021.07 Month","100.3770282",
"Apartments","Jung-gu","2021.08 Month","101.003355",
"Apartments","Jung-gu","2021.09 Month","101.6548783",
"Apartments","Jung-gu","2021.10 Month","102.5753986",
"Apartments","Jung-gu","2021.11 Month","103.3107472",
"Apartments","Jung-gu","2021.12 Month","103.4625529",
"Apartments","Jung-gu","2022.01 Month","103.4727936",
"Apartments","Jung-gu","2022.02 Month","103.3897241",
"Apartments","Jung-gu","2022.03 Month","103.2562757",
"Apartments","Jung-gu","2022.04 Month","103.2019735",
"Apartments","Jung-gu","2022.05 Month","103.1430946",
"Apartments","Jung-gu","2022.06 Month","103.0024394",
"Apartments","Jung-gu","2022.07 Month","102.6718817",
"Apartments","Jung-gu","2022.08 Month","101.8750983",
"Apartments","Jung-gu","2022.09 Month","100.8685201",
"Apartments","Jung-gu","2022.10 Month","99.54320238",
"Apartments","Jung-gu","2022.11 Month","97.52558957",
"Apartments","Jung-gu","2022.12 Month","93.82303618",
"Apartments","Jung-gu","2023.01 Month","91.84886844",
"Apartments","Jung-gu","2023.02 Month","90.81581522",
"Apartments","Jung-gu","2023.03 Month","90.03076019",
"Apartments","Jung-gu","2023.04 Month","89.50810545",
"Apartments","Jung-gu","2023.05 Month","89.44122241",
"Apartments","Jung-gu","2023.06 Month","89.29270526",
"Apartments","Jung-gu","2023.07 Month","89.39100807",
"Apartments","Jung-gu","2023.08 Month","89.71478894",
"Apartments","Jung-gu","2023.09 Month","90.27225296",
"Apartments","Jung-gu","2023.10 Month","90.67369253",
"Apartments","Jung-gu","2023.11 Month","90.79813015",
"Apartments","Jung-gu","2023.12 Month","90.74885673",
"Apartments","Jung-gu","2024.01 Month","90.66286345",
"Apartments","Jung-gu","2024.02 Month","90.61305667",
"Apartments","Jung-gu","2024.03 Month","90.64625509",
"Apartments","Jung-gu","2024.04 Month","90.74975833",
"Apartments","Jung-gu","2024.05 Month","90.93271751",
"Apartments","Jung-gu","2024.06 Month","91.43083555",
"Apartments","Jung-gu","2024.07 Month","92.32609772",
"Apartments","Jung-gu","2024.08 Month","93.11927178",
"Apartments","Jung-gu","2024.09 Month","93.64779548",
"Apartments","Jung-gu","2024.10 Month","94.06576298",
"Apartments","Jung-gu","2024.11 Month","94.38357304",
"Apartments","Jung-gu","2024.12 Month","94.4842967",
